id,title,rating,votes,genre_ids,language,release_date,runtime,budget,revenue,popularity,overview,number_of_seasons,number_of_episodes,production_countries,networks,creators,main_actors,source_category,type
171,Martin,7.6,119,"[35, 18]",en,1992-08-27,22.0,,,17.1745,"Sassy sitcom centering on radio and television personality Martin Payne. Series focuses on his romantic relationship with girlfriend Gina, her best friend Pam and escapades with best friends Tommy and Cole.",5,132.0,['United States of America'],['FOX'],"['Martin Lawrence', 'John Bowman', 'Topper Carew']","['Martin Lawrence', 'Tichina Arnold', 'Tisha Campbell', 'Carl Anthony Payne II', 'Thomas Mikal Ford']",vote_count.desc_1992,tv
6396,Kassandra,6.617,107,[18],es,1992-10-08,60.0,,,7.8703,"Kassandra is a Venezuelan telenovela, written by Delia Fiallo and directed by Grazio D'Angelo and Olegario Barrera, involving a gypsy maiden marrying into a rich family. She does not realize, however, that she is the granddaughter of the man in the house. Her husband is killed on her wedding night, ",5,150.0,[],['RCTV'],[],"['Coraima Torres', 'Osvaldo Ríos']",vote_count.desc_1992,tv
2474,A Touch of Frost,7.5,70,"[18, 80, 9648]",en,1992-12-06,120.0,,,31.4845,"Jack Frost is a gritty, dogged and unconventional detective with sympathy for the underdog and an instinct for moral justice who attracts trouble like a magnet. Despite some animosity with his superintendent, Norman “Horn-rimmed Harry” Mullett, Frost and his ever-changing roster of assistants manage",15,42.0,['United Kingdom'],['ITV1'],['Roger Bamford'],"['David Jason', 'David McKail', 'David Gooderson', 'Caroline Harker', 'Bruce Alexander']",genre_80_1992,tv
66130,Unanswered Questions,8.0,1,"[99, 10767]",ko,1992-03-31,,,,50.7054,"A current affairs/journalism program that investigates unsolved cases and looks into various problems in society, religion and more.",2,641.0,['South Korea'],['SBS'],[],"['Moon Sung-keun', 'Kim Sang-joong', 'Oh Se-hoon']",genre_99_1992,tv
33833,HBO First Look,4.9,10,[99],en,1992-06-12,30.0,,,37.985,"HBO First Look is an American television show on HBO that chronicles up and coming movies. It first started in 1992 with a documentary on A League of Their Own starring Tom Hanks, and still airs today. The series shows behind-the-scenes looks at the filming and interviews with the actors. The show i",17,83.0,[],['HBO'],[],[],genre_99_1992,tv
6557,Por Estas Calles,0.0,0,[18],es,1992-06-03,,,,89.8019,"Por Estas Calles is a telenovela broadcast by Radio Caracas Televisión between 1992 and 1994. It was extremely popular in Venezuela, due to its very realistic approach to the day-to-day life of the country and local tone. It was the first Venezuelan program to give a realistic view of the corruption",1,591.0,['Venezuela'],['RCTV'],['Ibsen Martínez'],"['Marialejandra Martin', 'Franklin Vírgüez', 'Aroldo Betancourt', 'Gledys Ibarra', 'Carlos Villamizar']",genre_18_1992,tv
498,Late Show with David Letterman,6.325,154,"[10767, 35]",en,1993-08-30,63.0,,,430.9679,"Late Show with David Letterman is an American late-night talk show hosted by David Letterman on CBS. The show debuted on August 30, 1993, and is produced by Letterman's production company, Worldwide Pants Incorporated and CBS Television Studios. The show's music director and band-leader of the house",22,4252.0,['United States of America'],['CBS'],[],"['David Letterman', 'Paul Shaffer', 'Alan Kalter']",genre_35_1993,tv
4087,The X-Files,8.4,3256,"[9648, 10765, 80]",en,1993-09-10,,,,283.202,"The exploits of FBI Special Agents Fox Mulder and Dana Scully who investigate X-Files: marginalized, unsolved cases involving paranormal phenomena. Mulder believes in the existence of aliens and the paranormal while Scully, a skeptic, is assigned to make scientific analyses of Mulder's discoveries t",11,218.0,['United States of America'],['FOX'],['Chris Carter'],"['David Duchovny', 'Gillian Anderson', 'Mitch Pileggi', 'William B. Davis']",genre_80_1993,tv
14774,ECW Hardcore TV,7.1,13,[10759],en,1993-04-06,60.0,,,209.8546,"ECW Hardcore TV is a hard-hitting, edgy alternative to more mainstream sports entertainment programming.",8,401.0,['United States of America'],"['Syndication', 'WWE Network']",[],"['Vito LoGrasso', 'Steve Corino', 'Michael Bucci', 'Mark LoMonaco', 'Christopher   Hamrick']",genre_10759_1993,tv
39611,It's Not Rocket Science!,8.2,13,[99],fr,1993-09-19,26.0,,,199.8469,"C'est pas sorcier is a French educational television program that originally aired from November 5, 1994 to present.",1,573.0,['France'],['France 3'],"['Jamy Gourmaud', 'Frédéric Courant']","['Jamy Gourmaud', 'Frédéric Courant', 'Sabine Quindou']",genre_99_1993,tv
34860,Ninja Boy Rantaro,6.4,19,"[35, 10759, 10762, 16, 10751]",ja,1993-04-10,30.0,,,187.6663,"Rantarō, Shinbei and Kirimaru are ninja  apprentices in the Ninja Gakuen, where first grade ones are called  ""Nintamas"". They must learn  everything a ninja must know, but as for our heroes, money, food or  playing are more interesting. The series show the everyday adventures of  our heroes.",27,1829.0,[],['NHK BS1'],['Soubee Amako'],[],genre_35_1993,tv
4656,Raw,6.768,332,[10764],en,1993-01-11,130.0,,,153.2668,"A regularly scheduled, live, year-round program featuring some of the biggest WWE Superstars.",33,1704.0,['United States of America'],"['USA Network', 'Spike', 'Netflix']",['Paul Lévesque'],[],vote_count.desc_1993,tv
580,Star Trek: Deep Space Nine,7.884,855,"[10765, 10759, 18]",en,1993-01-03,45.0,,,141.2719,"At Deep Space Nine, a space station located next to a wormhole in the vicinity of the liberated planet of Bajor, Commander Sisko and crew welcome alien visitors, root out evildoers and solve all types of unexpected problems that come their way.",7,176.0,['United States of America'],['Syndication'],"['Rick Berman', 'Gene Roddenberry', 'Michael Piller']","['Avery Brooks', 'Nana Visitor', 'Colm Meaney', 'Michael Dorn', 'Alexander Siddig']",genre_18_1993,tv
4573,Late Night with Conan O'Brien,7.178,143,"[35, 10767]",en,1993-09-13,62.0,,,126.1279,"Stepping into the late-late slot vacated by David Letterman, Conan O'Brien stars in a show that far outdoes its competition in sheer strangeness. Along with the celebrity interviews and musical numbers typical of late-night talk shows, this program make frequent use of odd walk-on characters and fre",16,2724.0,['United States of America'],['NBC'],"[""Conan O'Brien"", 'Lorne Michaels']","[""Conan O'Brien"", 'Joel Godard']",genre_35_1993,tv
636,Kung Fu: The Legend Continues,6.62,54,"[10759, 18]",en,1993-01-27,44.0,,,125.0437,"Like his legendary namesake, Kwai Chang Caine is a warrior monk, operating a Shaolin temple in Northern California. After an evil priest, Tan, destroys the temple, Caine and his young son, Peter each believe the other has perished. The two embark on very different paths -- Caine wanders the Earth, w",4,88.0,[],['Prime Time Entertainment Network'],['Ed Spielman'],"['David Carradine', 'Chris Potter', 'Kim Chan', 'Nathaniel Moreau', 'David Hewlett']",genre_18_1993,tv
4515,Lois & Clark: The New Adventures of Superman,6.955,459,"[10759, 18, 10765, 35]",en,1993-09-12,46.0,,,124.6735,"A much more lavish version of the popular Superman television series which had first aired forty years earlier, Lois & Clark focused more on the Man of Steel's early adult years in Metropolis. With the unknowing help of Lois Lane, Clark Kent created Superman there in Metropolis after finding work at",4,87.0,['United States of America'],['ABC'],['Deborah Joy LeVine'],"['Dean Cain', 'Teri Hatcher', 'Lane Smith', 'Justin Whalin', 'K Callan']",vote_count.desc_1993,tv
422,Live & Kicking,5.3,6,[],en,1993-10-02,195.0,,,112.8049,"Live & Kicking was a BBC Saturday morning children's magazine programme, running from 1993 to 2001. The fourth in a succession of Saturday morning shows, it was the replacement for Going Live!, and took many of its features from it, such as phone-ins, games, comedy, competitions and the showing of c",8,256.0,[],['BBC One'],[],"['Sarah Cawood', 'Katy Hill', 'Trey Farley', 'Ortis Deley', 'Heather Suttie']",popularity.desc_1993,tv
82,Animaniacs,8.001,730,"[16, 10762, 35, 10751]",en,1993-09-13,,,,94.3088,"The two Warner Brothers Yakko and Wakko and their Warner sister Dot had been (supposedly) created in the 1930's, but their cartoons were too screwy for the general public to handle. The three Warners were locked up in the studio water tower until they escaped in the 90's. There, they run wild, causi",5,275.0,['United States of America'],"['The WB', 'Fox Kids']",['Tom Ruegger'],"['Rob Paulsen', 'Jess Harnell', 'Tress MacNeille', 'Maurice LaMarche', 'Sherri Stoner']",genre_16_1993,tv
70,This Hour Has 22 Minutes,6.608,51,"[10763, 35]",en,1993-10-11,22.0,,,89.6901,"This Hour Has 22 Minutes is a weekly Canadian television comedy that airs on CBC Television. Launched in 1993 during Canada's 35th general election, the show focuses on Canadian politics, combining news parody, sketch comedy and satirical editorials. Originally featuring Cathy Jones, Rick Mercer, Gr",32,491.0,[],['CBC Television'],"['Mary Walsh', 'Rick Mercer']",[],popularity.desc_1993,tv
3452,Frasier,7.674,804,"[35, 10751]",en,1993-09-16,24.0,,,86.477,"After many years spent at the “Cheers” bar, Frasier moves back home to Seattle to work as a radio psychiatrist after his policeman father gets shot in the hip on duty.",11,264.0,['United States of America'],['NBC'],"['David Angell', 'Peter Casey', 'David Clark Lee']","['Kelsey Grammer', 'Jane Leeves', 'David Hyde Pierce', 'Peri Gilpin', 'John Mahoney']",vote_count.desc_1993,tv
2352,The Nanny,8.067,1201,"[35, 10751]",en,1993-11-03,24.0,,,82.5831,"Fran, fresh out of her job as a bridal consultant in her boyfriend’s shop, first appears on the doorstep of Broadway producer Maxwell Sheffield peddling cosmetics, and quickly stumbled upon the opportunity to become The Nanny for his three children. But soon Fran, with her offbeat nurturing and no-n",6,145.0,['United States of America'],['CBS'],"['Fran Drescher', 'Peter Marc Jacobson']","['Fran Drescher', 'Charles Shaughnessy', 'Daniel Davis', 'Lauren Lane', 'Nicholle Tom']",vote_count.desc_1993,tv
14693,The Pink Panther,6.76,73,"[10762, 16, 35]",en,1993-09-12,10.0,,,78.3029,"The Pink Panther is a 1993 animated television series, featuring the titular Pink Panther in various shorts intermixed with adventures of the Inspector, Ant and Aardvark, and numerous other characters from the original 1960s and 1970s cartoons. The panther is now voiced in every segment he appears i",3,130.0,"['United States of America', 'Netherlands']",['Syndication'],"['Blake Edwards', 'David H. DePatie', 'Friz Freleng', 'Walter Mirisch']",[],genre_16_1993,tv
4324,"Dr. Quinn, Medicine Woman",7.614,444,"[37, 18]",en,1993-01-01,47.0,,,78.2051,Dr. Michaela Quinn journeys to Colorado Springs to be the town's physician after her father's death in 1868.,6,149.0,['United States of America'],['CBS'],['Beth Sullivan'],"['Jane Seymour', 'Joe Lando', 'Shawn Toovey', 'Chad Allen', 'Jessica Bowman']",vote_count.desc_1993,tv
4464,Homicide: Life on the Street,8.1,131,"[9648, 18, 80]",en,1993-01-31,45.0,,,76.6042,An American police procedural chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.,7,122.0,['United States of America'],['NBC'],['Paul Attanasio'],"['Richard Belzer', 'Giancarlo Esposito', 'Peter Gerety', 'Clark Johnson', 'Yaphet Kotto']",genre_80_1993,tv
13286,Peak Practice,6.1,9,[18],en,1993-05-10,60.0,,,71.5329,Peak Practice is a British drama series about a GP surgery in Cardale — a small fictional town in the Derbyshire Peak District — and the doctors who worked there. It ran on ITV from 10 May 1993 to 30 January 2002 and was one of their most successful series at the time. It originally starred Kevin Wh,12,153.0,['United Kingdom'],['ITV1'],[],"[""Maggie O'Neill"", 'Susannah Corbett', 'Eva Pope', ""Gray O'Brien"", 'Simon Shepherd']",popularity.desc_1993,tv
45759,Renascer,7.813,8,"[10766, 18]",pt,1993-03-08,,,,71.3772,"Jose Inocencio had innocence only as part of his name, but only those who new him well could notice this. But nobody knew him. He was a storyteller, and he was always the main character in the stories he told. He managed not only to create stories about himself, he managed to create a legend. The st",1,216.0,"['Brazil', 'France']",['TV Globo'],['Benedito Ruy Barbosa'],"['Antônio Fagundes', 'Marcos Palmeira', 'Adriana Esteves', 'Herson Capri', 'Osmar Prado']",popularity.desc_1993,tv
83535,High School Teacher,9.0,5,[18],ja,1993-01-08,46.0,,,14.386,"Hamura entered a high school as a biology teacher. Unexpectedly, one of his students, Mayu, fell in love with him. The forbidden love between the teacher and the student began to sprout. Hamura was worried that his relationship with Mayu would be misunderstood, so he tried to escape. However, he lat",1,11.0,['Japan'],['TBS'],['Ken Yoshida'],"['Hiroyuki Sanada', 'Sachiko Sakurai', 'Masaki Kyomoto', 'Maki Mochida', 'Hidekazu Akai']",vote_average.desc_1993,tv
4943,La Petite Vie,8.8,14,[35],fr,1993-10-16,23.0,,,21.8835,"La petite vie was first a stage sketch of the comedy duo Ding et Dong, formed by Claude Meunier and Serge Thériault, and later a hit Quebec television sitcom aired by Radio-Canada from 1993 to 1999. In total, 59 episodes were created plus 3 specials, two for Christmas and one for New Year's 2000.

I",5,65.0,['Canada'],"['ICI Radio-Canada Télé', 'ICI TOU.TV Extra']",[],"['Claude Meunier', 'Marc Labrèche', 'Josée Deschênes']",vote_average.desc_1993,tv
42573,Slam Dunk,8.637,921,"[16, 35]",ja,1993-10-16,23.0,,,29.2073,"Sakuragi Hanamichi is a junior high punk used to getting into fights and being rejected by girls but upon entering high school he meets the girl of his dreams, Haruko Akagi. He will do anything in order to win her heart including joining the school basketball team that is aiming to conquer the natio",1,101.0,['Japan'],['tv asahi'],"['Nobutaka Nishizawa', 'Takehiko Inoue']","['Takeshi Kusao', 'Hikaru Midorikawa', 'Kiyoyuki Yanada', 'Yoku Shioya', 'Ryotaro Okiayu']",vote_count.desc_1993,tv
62707,Byomkesh Bakshi,8.6,9,"[80, 9648]",hi,1993-02-14,40.0,,,7.9051,An intelligent detective from Kolkata solves many mystery that unsolved by police without any weapons.,2,34.0,['India'],['DD National'],['Basu Chatterjee'],"['Rajit Kapoor', 'K.K. Raina', 'Kartik Dutta', 'Sukanya Kulkarni']",vote_average.desc_1993,tv
51821,Justice Pao,8.455,11,"[10765, 9648]",zh,1993-03-23,47.0,,,34.2766,"Justice Bao is a 236-episode television series from Taiwan, first airing on Chinese Television System from February 1993 to January 1994. The show stars Jin Chao-chun as the Chinese official Bao Zheng in the Song Dynasty. It was hugely popular in Greater China as well as many other countries in the ",1,236.0,['Taiwan'],['CTS'],['Chao Ta-shen'],"['Jin Chao-Chun', 'Hung-Hsuan Fan', 'Kenny Ho Kar-King', 'Kao Nien Kuo', 'Jianyu Xu']",vote_average.desc_1993,tv
42717,Super Dad,8.4,21,"[10751, 35, 18]",tr,1993-09-25,45.0,,,12.898,"A family father struggles in maintaining lifelong relationships with three of his growing children ,after he divorced with his wife. In the unique Çengelköy district Fikret struggles with life, beside love, pain, hope.",4,78.0,['Turkey'],['atv'],[],"['Şevket Altuğ', 'Ümit Çırak']",vote_average.desc_1993,tv
4270,Living Single,8.4,45,[35],en,1993-08-29,30.0,,,36.743,"Living Single is an American television sitcom that aired for five seasons on the Fox network from August 22, 1993, to January 1, 1998. The show centered on the lives of six friends who share personal and professional experiences while living in a Brooklyn brownstone.

Throughout its run, Living Sin",5,118.0,['United States of America'],['FOX'],['Yvette Lee Bowser'],"['Queen Latifah', 'Kim Coles', 'Erika Alexander', ""Terrence 'T.C.' Carson"", 'John Henton']",vote_average.desc_1993,tv
9553,Life in the Freezer,8.3,22,[99],en,1993-11-18,29.0,,,1.3207,Sir David Attenborough looks at the natural history of the Antarctic continent,1,6.0,[],['BBC One'],[],['David Attenborough'],vote_average.desc_1993,tv
16941,I Love My Family,8.3,12,"[18, 35]",zh,1993-07-01,25.0,,,21.9076,The first Mandarin-language sitcom.,1,120.0,[],[],[],"['Wen Xingyu', 'Yang Lixin', 'Song Dandan', 'Liang Tian', 'Mingming Zhao']",vote_average.desc_1993,tv
9853,Thea,8.3,6,[35],en,1993-09-03,30.0,,,11.0739,"Thea is an American sitcom that premiered September 3, 1993 on ABC, and last aired on February 14, 1994, for a total of 19 episodes. Starring comedienne Thea Vidale, the series marked the first time an African American female comedienne was the star of a series named after her.",1,20.0,[],['ABC'],[],"['Thea Vidale', 'Brandy Norwood', 'Jason Weaver', 'Cleavant Derricks', 'Yvette Wilson']",vote_average.desc_1993,tv
188,The Animals of Farthing Wood,8.3,51,"[10751, 16, 10762]",en,1993-01-06,25.0,,,41.77,"The Animals of Farthing Wood is an animated series created by the European Broadcasting Union between 1992 and 1995 and based on the series of books written by Colin Dann. It was produced by Telemagination, based in London, and La Fabrique, based in Montpellier in France, but also aired in other Eur",3,39.0,[],['BBC One'],['Jenny McDade'],[],vote_average.desc_1993,tv
1777,Boy Meets World,8.242,521,"[18, 35, 10751]",en,1993-09-24,24.0,,,43.8134,"The coming of age events and everyday life-lessons of Cory Matthews, a Philadelphian who grows up from a young boy to a married man.",7,158.0,['United States of America'],['ABC'],"['Michael Jacobs', 'April Kelly']","['Ben Savage', 'Rider Strong', 'Danielle Fishel', 'William Daniels', 'Will Friedle']",vote_count.desc_1993,tv
67699,Tash ma Tash,8.2,11,"[35, 18]",ar,1993-02-22,35.0,,,17.9967,Comedy drama sketches portraying social problems in the Saudi society with different takes on storylines.,19,428.0,['Saudi Arabia'],"['Al Saudiya', 'Shahid']","['Nasser Al Qasabi', 'Abdullah Al Sadhan']","['Nasser Al Qasabi', 'Abdulla Alsadhan']",vote_average.desc_1993,tv
43060,Heimat II: A Chronicle of a Generation,8.167,12,"[18, 10751]",de,1993-03-04,116.0,,,14.0685,"The movie consist of 13 separate episodes each handling a period between 1960 and 1970. It tells the story of a group of people in Munich (mostly music and film students). The movie tells a story in many different levels about love, friendship, misfortune, loss, art, politics, history with important",1,13.0,['Germany'],[],['Edgar Reitz'],"['Tana Schanzara', 'Kurt Weinzierl', 'Johanna Bittenbinder', 'Hannelore Hoger', 'Veronica Ferres']",vote_average.desc_1993,tv
6145,Modern Marvels,8.0,29,[99],en,1993-12-10,44.0,,,6.7585,"HISTORY’s longest-running series moves to H2. Modern Marvels celebrates the ingenuity, invention and imagination found in the world around us. From commonplace items like ink and coffee to architectural masterpieces and engineering disasters, the hit series goes beyond the basics to provide insight ",23,705.0,['United States of America'],"['History', 'H2']",['Bruce Nash'],[],vote_average.desc_1993,tv
2328,Power Rangers,7.08,786,"[10759, 10765, 10762]",en,1993-08-28,22.0,,,48.6966,"A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.",30,973.0,"['Japan', 'New Zealand', 'United States of America']","['ABC', 'Nickelodeon', 'ABC Family']",['Haim Saban'],"['David Yost', 'Kai Moya', 'Hunter Deno', 'Tessa Rao', 'Jacqueline Joe']",vote_count.desc_1993,tv
3772,"Walker, Texas Ranger",7.0,499,"[18, 37, 80]",en,1993-04-21,,,,61.4875,"Modern-day Texas Ranger, Cordell Walker's independent crime-solving methods have their roots in the rugged traditions of the Old West. Walker's closest friend is former Ranger, C.D. Parker, who retired after a knee injury, and now owns ""C.D.'s,"" a Country/Western saloon/restaurant. Rookie Ranger, Ja",9,202.0,['United States of America'],['CBS'],"['Albert S. Ruddy', 'Paul Haggis']","['Chuck Norris', 'Clarence Gilyard Jr.', 'Sheree J. Wilson', 'Judson Mills', 'Nia Peeples']",vote_count.desc_1993,tv
13943,Beavis and Butt-Head,7.112,415,"[16, 35]",en,1993-03-08,11.0,,,43.2928,"Two dimwitted teenagers discuss TV, heavy-metal music, nachos, and trying to ""score with chicks."" When the duo aren't sitting on the couch, they try to pick up girls at the local convenience store, slack off at school, or wreak havoc while working at a burger joint.",8,221.0,['United States of America'],['MTV'],['Mike Judge'],['Mike Judge'],vote_count.desc_1993,tv
12970,"Two Women, One Road",7.272,294,[18],es,1993-08-16,60.0,,,56.2394,"Dos mujeres, un camino is a Mexican telenovela, produced by Televisa, which originally aired from August 2, 1993 to July 1, 1994, on Canal de las Estrellas.",1,229.0,['Mexico'],"['Las Estrellas', 'Blim']",[],"['Erik Estrada', 'Laura León', 'Bibi Gaytán', 'Enrique Rocha', 'Luz María Jerez']",vote_count.desc_1993,tv
657,Rocko's Modern Life,7.4,290,"[16, 35, 10762]",en,1993-09-18,12.0,,,65.1642,"Rocko is a wallaby who has emigrated to America from Australia. He lives in O-Town and tries to get through life but, of course, comes across a multitude of dilemmas and misadventures he must get through. Other characters include Rocko's best friend, Heffer, a steer who has been raised by wolves, Fi",4,100.0,['United States of America'],['Nickelodeon'],['Joe Murray'],"['Carlos Alazraqui', 'Tom Kenny', 'Mr. Lawrence', 'Charlie Adler']",vote_count.desc_1993,tv
16089,The Tommyknockers,5.567,195,[10765],en,1993-05-09,,,,9.3717,A buried UFO slowly turns local inhabitants into gizmo-building alien mutants.,1,2.0,['United States of America'],['ABC'],['Stephen King'],"['Jimmy Smits', 'Marg Helgenberger', 'E.G. Marshall', 'William Johnson', 'Joanna Cassidy']",vote_count.desc_1993,tv
2404,Sonic the Hedgehog,7.0,160,"[16, 10759, 10765, 10762]",en,1993-09-18,23.0,,,41.2989,"Sonic, Tails, Princess Sally, and a band of freedom fighters battle to overthrow Dr. Robotnik, a despotic dictator who conquered their home planet Mobius years ago, and rules it as a polluted industrial dystopia.",2,26.0,"['United States of America', 'Italy']",['ABC'],[],"['Jaleel White', 'Kath Soucie', 'Bradley Pierce', 'Jim Cummings', 'Christine Cavanaugh']",vote_count.desc_1993,tv
194,NYPD Blue,7.0,155,[18],en,1993-09-21,60.0,,,57.0324,"Police drama set in New York City, exploring the internal and external struggles of the fictional 15th precinct of Manhattan. Each episode typically intertwined several plots involving an ensemble cast.",12,261.0,['United States of America'],['ABC'],"['David Milch', 'Steven Bochco']","['Dennis Franz', 'Mark-Paul Gosselaar', 'Henry Simmons', 'Bill Brochtrup', 'Jacqueline Obradors']",vote_count.desc_1993,tv
40506,Ein Bayer auf Rügen,6.0,1,"[80, 18]",de,1993-01-27,47.0,,,95.0211,"Ein Bayer auf Rügen is a German comedy/crime television series, broadcast in 81 episodes between 1993 and 1997.",6,80.0,['Germany'],['SAT.1'],[],"['Wolfgang Fierek', 'Simone Thomalla', 'Ottfried Fischer', 'Gerd Baltus', 'Fritz Straßner']",genre_80_1993,tv
9937,Intimate Portrait,4.5,5,[99],en,1993-11-14,45.0,,,62.6239,"Intimate Portrait is a biographical television series on the Lifetime Television cable network focusing on different celebrities, which includes interviews with each subject.

Among the people profiled were Grace Kelly, Natalie Wood, Carly Simon, Jackie Kennedy, Katharine Hepburn, Carol Burnett, Tan",12,321.0,['United States of America'],['Lifetime'],[],['Meredith Vieira'],genre_99_1993,tv
46813,Quarks,9.2,4,[99],de,1993-04-14,45.0,,,62.4308,,1,679.0,['Germany'],['WDR Fernsehen'],['Ranga Yogeshwar'],"['Mai Thi Nguyen-Kim', 'Ranga Yogeshwar', 'Ralph Caspers']",genre_99_1993,tv
217181,Verão Quente,0.0,0,"[10766, 18]",pt,1993-10-11,,,,126.7695,,1,135.0,['Portugal'],['RTP1'],"['Manuel Arouca', 'Nicolau Breyner']","['Nicolau Breyner', 'Betty Faria', 'Ana Zanatti', 'Rui Mendes', 'Maria João Luís']",genre_18_1993,tv
1668,Friends,8.4,8413,[35],en,1994-09-22,,,,131.9387,"Six young people from New York City, on their own and struggling to survive in the real world, find the companionship, comfort and support they get from each other to be the perfect antidote to the pressures of life.",10,228.0,['United States of America'],['NBC'],"['Marta Kauffman', 'David Crane']","['Jennifer Aniston', 'Courteney Cox', 'Lisa Kudrow', 'Matt LeBlanc', 'Matthew Perry']",genre_35_1994,tv
6460,The Busy World of Richard Scarry,8.02,25,"[16, 10762]",en,1994-03-09,23.0,,,116.2067,"Busytown is an enchanting place that's abuzz with energy and life. Young audiences are invited to sing and laugh along as Huckle Cat, Lowly Worm, and other beloved characters from acclaimed author Richard Scarry make their way through the day exploring their happy and lively world.",5,195.0,"['Canada', 'France']","['Showtime', 'Nickelodeon']",[],"['Sonja Ball', 'Keith Knight', 'Judy Marshak', 'Philip Williams', 'Stephen Ouimette']",genre_16_1994,tv
2745,Aladdin,6.945,346,"[10759, 16, 35, 10765, 10762]",en,1994-02-06,22.0,,,106.1338,"Coming on the heels of the direct-to-video sequel The Return of Jafar, the series picked up where that installment left off, with Aladdin now living in the palace, engaged to beautiful and spunky Princess Jasmine. ""Al"" and Jasmine went together into peril among sorcerers, monsters, thieves, and more",3,86.0,"['United States of America', 'United Kingdom']","['CBS', 'Disney Channel', 'Syndication']",[],"['Scott Weinger', 'Linda Larkin', 'Dan Castellaneta', 'Gilbert Gottfried', 'Frank Welker']",genre_35_1994,tv
2243,Touched by an Angel,7.2,174,"[10765, 18, 10751]",en,1994-09-21,48.0,,,99.9505,"Monica, an angel, is tasked with bringing guidance and messages from God to various people who are at a crossroads in their lives.",9,214.0,['United States of America'],['CBS'],['John Masius'],"['Roma Downey', 'Della Reese', 'John Dye', 'Valerie Bertinelli']",genre_18_1994,tv
3137,Babylon 5,8.035,544,"[18, 10765, 10759]",en,1994-01-26,45.0,,,93.0328,"Babylon 5 is a five-mile long space station located in neutral space. Built by the Earth Alliance in the 2250s, its goal is to maintain peace among the various alien races by providing a sanctuary where grievances and negotiations can be worked out among duly appointed ambassadors. A council made up",5,110.0,['United States of America'],"['TNT', 'Syndication', 'Prime Time Entertainment Network']",['J. Michael Straczynski'],"['Bruce Boxleitner', 'Jerry Doyle', 'Mira Furlan', 'Richard Biggs', 'Andreas Katsulas']",genre_18_1994,tv
888,Spider-Man,8.286,1056,"[16, 10759]",en,1994-11-19,22.0,,,83.9131,"Bitten by a neogenetic spider, Peter Parker develops spider-like superpowers. He uses these to fight crime while trying to balance it with the struggles of his personal life.",5,65.0,['United States of America'],"['Fox Kids', 'FOX']","['John Semper Jr.', 'Stan Lee', 'Bob Richardson']","['Christopher Daniel Barnes', 'Sara Ballantine', 'Jennifer Hale', 'Gary Imhoff', 'Ed Asner']",genre_16_1994,tv
1001,Essence of Emeril,6.3,6,[],en,1994-11-16,30.0,,,71.0906,"Essence of Emeril is a Food Network show hosted by chef Emeril Lagasse. In each episode, Emeril shares with his viewers some of his 'kicked-up' recipes, similar to those on Emeril Live, but with a far calmer demeanor and quieter tone, and usually without the trademark apron that has become his Emeri",9,653.0,[],['Food Network'],[],[],popularity.desc_1994,tv
20613,A Viagem,8.2,15,"[10766, 18]",pt,1994-04-11,,,,66.4346,,1,167.0,['Brazil'],['TV Globo'],['Ivani Ribeiro'],"['Antônio Fagundes', 'Christiane Torloni', 'Guilherme Fontes', 'Lucinha Lins', 'Miguel Falabella']",vote_average.desc_1994,tv
41116,Ein starkes Team,5.7,8,"[18, 80]",de,1994-03-28,90.0,,,63.249,"The unlikely police pair Verena Berthold and Otto Garber are part of a special task force investigating organized crime in Berlin. He comes from the east, she from the west of Berlin. He's a redneck, she's from a better background. This causes conflict. Over time, things start to sizzle between the ",1,105.0,['Germany'],['ZDF'],['Krystian Martinek'],"['Florian Martens', 'Tayfun Bademsoy', 'Jaecki Schwarz', 'Maja Maranow', 'Arnfried Lerche']",genre_80_1994,tv
4266,Party of Five,7.0,118,[18],en,1994-09-12,42.0,,,62.9381,Five brothers and sisters are determined to stay together following the tragic loss of their parents.,6,142.0,['United States of America'],['FOX'],"['Christopher Keyser', 'Amy Lippman']","['Matthew Fox', 'Neve Campbell', 'Lacey Chabert', 'Scott Wolf', 'Paula Devicq']",vote_count.desc_1994,tv
6467,Chicago Hope,7.243,76,"[10766, 18]",en,1994-09-18,60.0,,,62.2195,"Chicago Hope is an American medical drama television series, created by David E. Kelley. It ran on CBS from September 18, 1994, to May 4, 2000. The series is set in a fictional private charity hospital in Chicago, Illinois. The show is set to return in the fall of 2013 on TVGN in reruns.",6,141.0,['United States of America'],['CBS'],['David E. Kelley'],"['Adam Arkin', 'Mark Harmon', 'Héctor Elizondo', 'Rocky Carroll', 'Lauren Holly']",popularity.desc_1994,tv
34090,Red Baron,7.8,17,[16],ja,1994-04-05,24.0,,,60.2481,"In the year 2050 the world population is crazy about the ""Metal Fight"", a competition where people compete in battles featuring giant robots. An organization called Iron Mask is planning on transforming Metal Fight competitors and their robots into weapons, and tries to kidnap Shoko Saeba, a robot p",1,49.0,['Japan'],['tv asahi'],['Akio Sakai'],"['Yoshiko Kamei', 'Kappei Yamaguchi', 'Rie Iwatsubo', 'Naoki Tatsuta', 'Ikuya Sawaki']",popularity.desc_1994,tv
