id,title,rating,votes,genre_ids,language,release_date,runtime,budget,revenue,popularity,overview,number_of_seasons,number_of_episodes,production_countries,networks,creators,main_actors,source_category,type
841,Newsnight,6.2,10,[10763],en,1980-01-30,50.0,,,164.4349,A daily BBC Television current affairs programme which specialises in analysis and often robust cross-examination of senior politicians.,18,3398.0,['United Kingdom'],"['BBC One', 'BBC Two']",[],[],popularity.desc_1980,tv
734,"Magnum, P.I.",7.274,405,"[10759, 80, 18, 9648]",en,1980-12-11,45.0,,,97.5983,"A private investigator who works when he wants, lives in a beachfront estate in Hawaii, drives a posh Ferrari, runs up an unlimited tab at a swank bar, and charms attractive women in peril - that's the lifestyle of Thomas Magnum, aka Magnum, P.I.",8,162.0,['United States of America'],['CBS'],"['Glen A. Larson', 'Donald P. Bellisario']","['Tom Selleck', 'John Hillerman', 'Roger E. Mosley', 'Larry Manetti']",genre_18_1980,tv
10731,The Plastic Man Comedy/Adventure Show,6.3,10,[16],en,1980-09-27,30.0,,,75.0336,The Plastic Man Comedy/Adventure Show is an animated television series produced by Ruby-Spears Productions from 1979 to 1981; it was shown right after Super Friends on the ABC Network. It featured various adventures of the DC Comics superhero Plastic Man. The show features many adventures in differe,1,35.0,[],['ABC'],[],"['Alan Oppenheimer', 'Alan Young', 'Jack Baker', 'Frank Welker', 'Michael Bell']",genre_16_1980,tv
9773,Captain Caveman and the Teen Angels,7.043,129,"[16, 35, 10751, 10762, 9648]",en,1980-03-08,11.0,,,67.1954,"The 1977 and 1978 episodes were originally broadcasted as segments on the package show Scooby's All-Star Laff-A-Lympics and Scooby's All-Stars.

The 1980 episodes featured Captain Caveman and the Teen Angels in their own half-hour timeslot.",1,16.0,['United States of America'],['ABC'],"['Joe Ruby', 'Ken Spears']","['Mel Blanc', 'Vernee Watson-Johnson', 'Marilyn Schreffler', 'Laurel Page', 'Nicole Jaffe']",genre_35_1980,tv
3131,3-2-1 Contact,7.0,8,[],en,1980-01-14,30.0,,,59.7456,"3-2-1 Contact is an American science educational television show that aired on PBS from 1980 to 1988, and an adjoining children's magazine. The show, a production of the Children's Television Workshop, teaches scientific principles and their applications. Dr. Edward G. Atkins, who was responsible fo",7,223.0,['United States of America'],['PBS'],[],[],popularity.desc_1980,tv
43513,The Adventures of Tom Sawyer,7.698,139,"[16, 10759, 18]",ja,1980-01-06,24.0,,,50.1954,"Tom Sawyer is a young boy growing up along the Mississippi River in the mid 1800s. Along with his best friend Huckleberry Finn, he spends his days ditching school, fishing, climbing trees and having adventures.",1,49.0,['Japan'],['Fuji TV'],['Hiroshi Saito'],"['Masako Nozawa', 'Kazuyo Aoki', 'Keiko Han', 'Ichiro Nagai', 'Ikuo Nishikawa']",genre_18_1980,tv
133,Juliet Bravo,5.8,5,"[80, 18]",en,1980-08-30,50.0,,,43.0256,"Juliet Bravo was a drama that focused on two female police inspectors, neither of whom were called Juliet Bravo!  These two inspectors worked in the small fictional town of Hartley, Lancashire. Jean Darblay was on the scene first and had trouble with her sexist colleagues. However she soon managed t",6,88.0,[],['BBC One'],['Ian Kennedy Martin'],"['Anna Carteret', 'Edward Peel', 'David Ellison', 'Noel Collins', 'C.J. Allen']",genre_80_1980,tv
2134,The Gentle Touch,6.9,7,"[80, 18]",en,1980-04-11,60.0,,,42.8959,"The Gentle Touch is a British police drama television series made by London Weekend Television for ITV which ran from 1980-1984. Commencing transmission on 11 April 1980, the series is notable for being the first British series to feature a female police detective as its leading character, ahead of ",5,56.0,[],['ITV1'],['Terence Feely'],"['Jill Gascoine', 'Derek Thompson', 'William Marlowe', ""Kevin O'Shea"", 'Nigel Rathbone']",popularity.desc_1980,tv
83592,Verstehen Sie Spaß?,3.8,5,[10764],de,1980-01-31,180.0,,,42.3534,,7,132.0,['Germany'],['Das Erste'],['Kurt Felix'],['Frank Elstner'],popularity.desc_1980,tv
10122,It's a Living,5.7,11,[35],en,1980-10-30,30.0,,,39.2906,"It's a Living is an American sitcom set in a restaurant at the top of the Bonaventure Hotel in Los Angeles. The show aired on ABC from October 30, 1980 until June 11, 1982. After the series was cancelled, new episodes aired in first-run syndication from September 28, 1985 to April 8, 1989. The serie",6,120.0,[],"['ABC', 'Syndication']","['Dick Clair', 'Jenna McMahon', 'Stu Silver']","['Barrie Youngfellow', 'Marian Mercer', 'Gail Edwards', 'Crystal Bernard', 'Sheryl Lee Ralph']",genre_35_1980,tv
10114,Fridays,5.0,5,[35],en,1980-04-11,90.0,,,34.3006,"Fridays is the name of ABC's weekly late-night live comedy show, which aired on Friday nights from April 11, 1980 to April 23, 1982.",3,60.0,['United States of America'],['ABC'],"['Bill Lee', 'John Moffitt']","['Larry David', 'Michael Richards', 'Melanie Chartoff', 'Rich Hall', 'Bruce Mahler']",popularity.desc_1980,tv
12947,The Flintstone Comedy Show,6.6,14,"[10751, 16, 35, 10762]",en,1980-11-22,30.0,,,32.2238,"The Flintstone Comedy Show is a 90-minute Saturday morning animated series revival of The Flintstones produced by Hanna-Barbera and aired from November 22, 1980 to September 11, 1982 on NBC. Outside North America, the show was released under title of Flintstone Frolics.

The show contained six segme",1,126.0,[],['NBC'],[],"['Henry Corden', 'Mel Blanc', 'Jean Vander Pyl', 'Gay Autterson', 'Russi Taylor']",popularity.desc_1980,tv
14705,The Tom and Jerry Comedy Show,7.5,52,"[16, 35]",en,1980-09-01,7.0,,,31.7698,"The Tom and Jerry Comedy Show is an animated television program produced by Filmation for MGM Television in 1980, on CBS for Saturday mornings. The show lasted one season and the individual episodes were eventually added to syndicated Tom and Jerry packages, and also occasionally appeared on Cartoon",1,45.0,[],['CBS'],"['Joseph Barbera', 'William Hanna']",['Lou Scheimer'],vote_count.desc_1980,tv
4699,Denshi Sentai Denziman,8.857,7,"[10759, 10765, 18, 10762]",ja,1980-02-02,25.0,,,29.669,"Denzimen are warriors who fight against the Vader Clan, a clan that tries to pollute the Earth with sludge. Denzimen fight using the Super Science of the Denzi people.",1,51.0,['Japan'],['tv asahi'],[],"[""Shin'ichi Yuki"", 'Kenji Ohba', 'Eiichi Tsuyama', 'Naoya Uchida', 'Akira Koizumi']",vote_average.desc_1980,tv
6855,Auf Achse,6.2,15,[10759],de,1980-10-28,50.0,,,29.2864,The adventures of a group of German truckers on jobs all over the world.,6,86.0,['Germany'],['Das Erste'],"['Hartmut Griesmayr', 'Joseph Vilsmaier', 'Georg Feil']","['Manfred Krug', 'Monica Bleibtreu', 'Rüdiger Kirschstein', 'Armin Rohde']",popularity.desc_1980,tv
105590,Chespirito,8.192,385,"[35, 10751]",es,1980-02-04,40.0,,,29.258,,16,641.0,['Mexico'],['Las Estrellas'],['Roberto Gómez Bolaños'],"['Horacio Gómez Bolaños', 'Edgar Vivar', 'Florinda Meza García', 'Angelines Fernández', 'Roberto Gómez Bolaños']",vote_count.desc_1980,tv
278,Nightline,5.0,8,"[10763, 99]",en,1980-03-24,31.0,,,27.7937,"Nightline, or ABC News Nightline, is a late-night news program that is broadcast by ABC in the United States, and has a franchised formula to other networks and stations elsewhere in the world. Created by Roone Arledge, the program featured Ted Koppel as its main anchor from March 1980 until his ret",8,115.0,['United States of America'],['ABC'],['Roone Arledge'],"['Byron Pitts', 'JuJu Chang']",genre_99_1980,tv
20213,Trider G7,5.429,7,"[16, 10765]",ja,1980-02-02,24.0,,,25.8335,"Trider G7, known in Japan as Invincible Robo Trider G7, was a Japanese anime television series which aired from 1980 to 1981. There were 50 episodes. It was also referred to as ""Trider G7"", ""Unchallengeable Trider G7"" and ""Tryder G7"", ""Bird Attack Tryder G7"", ""Unrivaled Robot Trider G7"".",1,50.0,['Japan'],['Nagoya TV'],[],"['Satomi Majima', 'Ichiro Nagai', 'Kazuyuki Sogabe', 'Keiko Han', 'Masaru Ikeda']",popularity.desc_1980,tv
48406,Dom,7.5,8,[18],pl,1980-11-09,80.0,,,24.0703,The story of the residents of a tenement house on Złota Street in Warsaw from 1945 to 1980.,4,25.0,['Poland'],['TVP'],[],"['Halina Rowicka', 'Tomasz Borkowy', 'Jan Englert', 'Stefan Szmidt', 'Zbigniew Buczkowski']",popularity.desc_1980,tv
13862,Shōgun,7.667,206,"[10759, 18, 10768]",en,1980-09-15,,,,23.9117,An English navigator becomes both a player and pawn in complex political games in feudal Japan.,1,5.0,"['Hong Kong', 'Japan', 'United States of America']",['NBC'],['James Clavell'],"['Richard Chamberlain', 'Toshirō Mifune', 'Yoko Shimada', 'John Rhys-Davies', 'Damien Thomas']",vote_count.desc_1980,tv
21586,Hot Wind,9.4,8,[35],sh,1980-01-17,55.0,,,14.7829,"Vruć vetar is one of the most popular Yugoslav TV miniseries that aired in 1980. The show and movie cut from scenes of the show were popular in neighboring countries-also very popular in Czechoslovakia. Its main theme became very popular and enjoying a bit of a cult status. The story follows Shurda,",1,10.0,['Yugoslavia'],[],['Aleksandar Đorđević'],"['Ljubiša Samardžić', ""Miodrag Petrović 'Čkalja'"", 'Borivoje Todorović', 'Radmila Savićević', 'Vesna Čipčić']",vote_average.desc_1980,tv
1071,The Richie Rich/Scooby-Doo Show and Scrappy Too!,9.2,32,"[16, 10751, 10762, 9648, 35]",en,1980-11-08,60.0,,,20.655,The Richie Rich/Scooby-Doo Show and Scrappy Too! is a package show produced by Hanna-Barbera Productions in 1980 for ABC Saturday mornings. The program contained segments from Scooby-Doo and Scrappy-Doo and Richie Rich. The Scooby-Doo and Scrappy-Doo shorts represents the sixth show in which Scooby-,2,21.0,['United States of America'],['ABC'],"['Joe Ruby', 'Alfred Harvey', 'Ken Spears', 'Mark Evanier', 'Warren Kremer']","['Nancy Cartwright', 'Dick Beals', 'Casey Kasem', 'Don Messick', 'Frank Welker']",vote_average.desc_1980,tv
15855,The Bund,9.0,8,"[80, 18]",cn,1980-03-10,45.0,,,19.6494,"The Bund is a Hong Kong period drama television series first broadcast on TVB in 1980. It is praised as the Godfather of the east and spawned several sequels, remakes and film adaptations. The theme song of the series, performed by Frances Yip, also became a memorable Cantopop hit.",1,25.0,['Hong Kong'],['TVB Jade'],[],"['Chow Yun-Fat', 'Ray Lui', 'Angie Chiu Nga-Chi', 'Danny Lau Dan', 'Kent Tong Chun-Yip']",vote_average.desc_1980,tv
282393,Pé de Vento,8.8,5,"[10766, 18]",pt,1980-01-01,,,,1.4575,,1,149.0,['Brazil'],['Band'],['Benedito Ruy Barbosa'],"['Nuno Leal Maia', 'Bete Mendes', 'Dionísio Azevedo', 'Maria Luíza Castelli', 'Fausto Rocha']",vote_average.desc_1980,tv
1430,Cosmos: A Personal Voyage,8.598,388,[99],en,1980-09-28,60.0,,,15.2474,"Carl Sagan covers a wide range of scientific subjects, including the origin of life and a perspective of our place in the universe.",1,13.0,"['United Kingdom', 'United States of America']",['PBS'],['Carl Sagan'],['Carl Sagan'],vote_count.desc_1980,tv
17784,Arabela,8.3,37,"[10765, 35, 10751]",cs,1980-12-25,,,,16.599,Arabela was a children's television series produced in Czechoslovakia which aired from 1979 to 1981. The series has 13 episodes and is in the Czech language.,1,13.0,['Czechoslovakia'],['Československá televize'],"['Miloš Macourek', 'Václav Vorlíček']",[],vote_count.desc_1980,tv
4549,Yes Minister,8.319,152,"[35, 10768]",en,1980-02-25,30.0,,,11.9565,"Satirical sitcom set in the office of a UK Cabinet minister, Jim Hacker MP, who struggles with Civil Service bureaucracy and political machinations as he tries to get on with government business.",3,21.0,['United Kingdom'],['BBC Two'],"['Jonathan Lynn', 'Antony Jay']","['Paul Eddington', 'Nigel Hawthorne', 'Derek Fowlds']",vote_count.desc_1980,tv
42496,Hollywood,8.313,16,[99],en,1980-01-08,50.0,,,2.5796,A 1980 documentary series exploring the establishment and development of the Hollywood studios and its impact on 1920s culture.,1,13.0,['United Kingdom'],['ITV1'],"['Kevin Brownlow', 'David Gill']","['James Mason', 'Hal Roach', 'Louise Brooks', 'Allan Dwan', 'King Vidor']",vote_average.desc_1980,tv
60646,Free to Choose,8.2,5,[99],en,1980-03-03,,,,0.4675,"Free to Choose is a ten-part television series broadcast on public television by economists Milton and Rose D. Friedman that advocates free market principles. It was primarily a response to an earlier landmark book and television series: The Age of Uncertainty, by the noted economist John Kenneth Ga",2,15.0,['United States of America'],['PBS'],[],[],vote_average.desc_1980,tv
48704,Królowa Bona,8.2,5,[18],pl,1980-12-24,55.0,,,11.0206,,1,12.0,['Poland'],['TVP'],[],"['Aleksandra Śląska', 'Zdzisław Kozień', 'Jerzy Zelnik', 'Anna Dymna', 'Barbara Bursztynowicz']",vote_average.desc_1980,tv
1157,Ultraman 80,8.111,9,"[10759, 10765]",ja,1980-04-02,24.0,,,13.14,"Takeshi Yamato, a twenty-two-year-old young man lives a double life. During the daytime, he is a rookie but popular science teacher at a junior high school in Tokyo. But after school and on Sundays he works as a member of the elite UGM (Utility Government Members).",1,50.0,['Japan'],['TBS'],['Eiji Tsuburaya'],"['Hatsunori Hasegawa', 'Eri Ishida', 'Jin Nakayama', 'Masaaki Daimon', 'Sayoko Hagiwara']",vote_average.desc_1980,tv
44033,Fisherman Sanpei,8.0,5,[16],ja,1980-04-07,23.0,,,3.9943,"Mihira Sanpei talks with a Tohou accent and is a down-to-earth boy with a cheerful and optimistic personality. However, when it comes to fishing, he becomes very serious and is a youth who enjoys fishing more than anything else. The village where he lives in is a natural environment which provides d",1,109.0,['Japan'],['Fuji TV'],['Takao Yaguchi'],"['Sophie Gormezzano', 'Francette Vernillat', 'Georges Aubert', 'Philippe Ogouz', 'Catherine Privat']",vote_average.desc_1980,tv
920,The Fonz and the Happy Days Gang,8.0,8,"[16, 10759, 10765]",en,1980-11-08,30.0,,,17.1664,"The Fonz and the Happy Days Gang is an animated television series produced by Hanna-Barbera and Paramount Television and originally broadcast from November 8, 1980 until September 18, 1982.",2,24.0,[],['ABC'],[],"['Didi Conn', 'Frank Welker', 'Ron Howard', 'Henry Winkler', 'Don Most']",vote_average.desc_1980,tv
80706,Adventures of Captain Vrungel,7.923,13,"[16, 10762, 10751, 10759]",ru,1980-03-24,,,,9.924,"An old sea captain and his student decide to take part in the international regatta. At the same time an amateur thief steals a statue of Aphrodite from Louvre and boards their yacht by mistake. A long, fun adventure is ahead.",1,13.0,['Soviet Union'],['Central Television USSR'],[],"['Zinoviy Gerdt', 'Yevhen Papernyi', 'Heorhii Kyshko', 'Grigoriy Shpigel', 'Semyon Farada']",vote_average.desc_1980,tv
63915,The Adventures of Sherlock Holmes and Dr. Watson,7.8,57,"[10759, 9648, 80]",ru,1980-03-22,77.0,,,12.5356,"The Adventures of Sherlock Holmes and Dr. Watson is a series of five films produced by Lenfilm for the Soviet Central Television, split into eleven episodes, starring Vasily Livanov as Sherlock Holmes and Vitaly Solomin as Dr. Watson. They were directed by Igor Maslennikov and filmed in Russia (the ",5,11.0,['Soviet Union'],['Central Television USSR'],[],"['Vasiliy Livanov', 'Vitali Solomin', 'Rina Zelyonaya']",vote_count.desc_1980,tv
1295,X-Bomber,7.8,8,"[10765, 16]",ja,1980-10-11,,,,15.6808,"As the year 3000 approaches, a war-torn Solar System is invaded by the Imperial Alliance in search of a supreme being, the F-01. The experimental X Bomber spacecraft with its young crew must discover the secret of F-01 and turn it against the Imperial Alliance or all will be lost.",1,25.0,[],['Fuji TV'],[],"['Shigeru Chiba', 'Mikio Terashima', 'Hidekatsu Shibata', 'Norio Wakamoto', 'Banjo Ginga']",vote_average.desc_1980,tv
43189,Berlin Alexanderplatz,7.7,39,"[18, 80]",de,1980-10-12,60.0,,,12.2999,"In late 1920s Berlin, Franz Biberkopf is released from prison and vows to go straight. However, he soon finds himself embroiled in the city’s criminal underworld.",1,14.0,['Germany'],['Das Erste'],['Rainer Werner Fassbinder'],"['Günter Lamprecht', 'Hanna Schygulla', 'Barbara Sukowa', 'Gottfried John', 'Ivan Desny']",vote_count.desc_1980,tv
3026,Richie Rich,6.488,86,"[16, 10751]",en,1980-11-08,30.0,,,18.6378,"Richie Rich is an animated television series produced by Hanna-Barbera Productions that aired on ABC from 1980 to 1984 and again in 1988 as part of the weekend/weekday programming block The Funtastic World of Hanna-Barbera, Based upon Harvey Comics' popular Richie Rich comic book characters, the ser",4,41.0,['United States of America'],['ABC'],"['William Hanna', 'Joseph Barbera']","['Nancy Cartwright', 'Frank Welker', 'Christian Hoff', 'Sparky Marcus', 'Stan Jones']",vote_count.desc_1980,tv
4621,Galactica 1980,6.112,85,"[10765, 10759, 18]",en,1980-01-27,49.0,,,20.0212,"30 years after the original Battlestar Galactica series. Upon reaching Earth, the inhabitants of the renegade starfleet take action when they realize earthlings aren't advanced enough to help battle the Cylons.",1,10.0,[],['ABC'],['Glen A. Larson'],"['Kent McCord', 'Barry Van Dyke', 'Robyn Douglass', 'Lorne Greene']",vote_count.desc_1980,tv
23022,Astro Boy,7.6,75,"[16, 10759, 10765, 35, 10751, 10762]",ja,1980-10-01,24.0,,,15.4167,"In 2030 AD, after being abandoned by his creator, a young boy robot is rescued by an Android Advocate, Dr Elefun, who adopts him as his own and guides him in the use of his special powers to aid and protect mankind and robot-kind.",1,52.0,['Japan'],['Nippon TV'],['Osamu Tezuka'],"['Mari Shimizu', 'Hisashi Katsuta', 'Ichiro Nagai', 'Katsuji Mori', 'Masako Sugaya']",vote_count.desc_1980,tv
43358,Hammer House of Horror,7.1,69,"[9648, 18]",en,1980-09-13,52.0,,,16.7739,"Anthology series, in which each self-contained episode featured a different kind of horror. These varied from witches, werewolves, ghosts, devil worship and voodoo, but also included non-supernatural horror themes such as cannibalism, confinement and serial killers.",1,13.0,['United Kingdom'],['ITV1'],['Roy Skeggs'],[],vote_count.desc_1980,tv
82734,Colorina,7.0,47,"[18, 10766]",es,1980-03-22,45.0,,,6.1885,,1,2.0,[],['Las Estrellas'],"['Arturo Moya Grau', 'Valentín Pimstein']","['Lucía Méndez', 'Enrique Álvarez Félix', 'Armando Calvo', 'Héctor Ortega', 'Julissa']",vote_count.desc_1980,tv
19521,Nils Holgerson,7.7,46,"[16, 10759, 10762, 10765]",ja,1980-01-08,25.0,,,21.3147,Nils Holgersson is a young boy on a farm who is cruel to the animals. But when he catches the farm's little goblin it becomes one prank too many. He is magically shrunk and suddenly the farm animals are out for revenge. He flees on the back of the goose Morten and they join up with a flock of wild g,1,52.0,"['Austria', 'Japan']",['NHK G'],[],"['Mami Koyama', 'Masane Tsukayama', 'Joji Yanami', 'Masako Ikeda', 'Tadashi Yamazaki']",vote_count.desc_1980,tv
3226,The Martian Chronicles,6.9,42,[10765],en,1980-01-15,120.0,,,17.0962,The Martian Chronicles deals with the exploration of Mars and the inhabitants there.,1,3.0,[],['NBC'],['Ray Bradbury'],"['Rock Hudson', 'Darren McGavin', 'Roddy McDowall', 'Joyce Van Patten', 'Gayle Hunnicutt']",vote_count.desc_1980,tv
12803,Heathcliff,6.4,40,[16],en,1980-10-04,30.0,,,18.2479,"Heathcliff is an animated TV series that debuted on October 4, 1980. It was the first series based on the Heathcliff comic strip and was produced by Ruby-Spears Productions. It ran until September 18, 1982 with a total of 25 episodes, under two different names.",2,91.0,['United States of America'],['ABC'],"['Brad Anderson', 'Joe Ruby', 'Ken Spears', 'George Gately']","['June Foray', 'Henry Corden', 'Paul Winchell', 'Mel Blanc', 'Don Messick']",vote_count.desc_1980,tv
2574,Bosom Buddies,6.4,37,[35],en,1980-11-27,25.0,,,18.0608,"Kip and Henry, two young studs working for a New York ad agency, must disguise themselves as women to live in the one apartment they can afford.",2,38.0,[],['ABC'],['Chris Thompson'],"['Tom Hanks', 'Peter Scolari', 'Donna Dixon', 'Holland Taylor', 'Telma Hopkins']",vote_count.desc_1980,tv
13465,Space Runaway Ideon,5.3,3,"[16, 10765, 10768, 10759]",ja,1980-05-08,25.0,,,45.2147,"From the continuing reclamation of the ruins of the planet Solo, mysterious mechas are excavated. But suddenly, an alien called Baff Kuun attacks seeking the limitless energy “Ide.” The earthlings are backed into a corner, when the three mechas piloted by the earth boy Yuki Cosmo and others fuse tog",1,39.0,['Japan'],['Tokyo Channel 12'],['Yoshiyuki Tomino'],"['Takkô Ishimori', 'Keaton Yamada', 'Yoku Shioya', 'Fuyumi Shiraishi', 'Keiko Toda']",genre_10759_1980,tv
21826,Barbara Mandrell and the Mandrell Sisters,5.0,1,[35],en,1980-11-18,60.0,,,75.9048,"Barbara Mandrell and the Mandrell Sisters is an American variety show hosted by Barbara, Louise, and Irlene Mandrell that aired on NBC for two season in 1980.",2,35.0,[],['NBC'],[],"['Irlene Mandrell', 'Barbara Mandrell', 'Louise Mandrell']",genre_35_1980,tv
9807,Masterpiece Mystery,5.0,2,"[80, 18, 9648]",en,1980-02-05,60.0,,,88.9354,Mystery! is an episodic television series that debuted in 1980 in the USA. It airs on PBS and is produced by WGBH. The show has brought a large number of detective series and television movies—most of them British productions from the BBC or the ITV companies and usually adapted from mystery fiction,45,941.0,[],['PBS'],[],"['Gene Shalit', 'Vincent Price', 'Diana Rigg', 'Alan Cumming']",genre_18_1980,tv
78555,CNN Special Report,6.7,3,[99],en,1980-04-19,45.0,,,46.3534,"In hour-long, in-depth explorations, CNN hosts examine extraordinary individuals, unexpected events and controversial subjects through interviews, stories, images and videos.",13,68.0,['United States of America'],['CNN'],[],[],genre_99_1980,tv
52054,Travels with Palin,9.0,1,"[35, 99]",en,1980-11-27,37.0,,,17.5011,"""From what I gather, people feel they are doing a journey with me. They like following someone who is relatively inexpert, who likes to travel but is by no means an authority.""",9,52.0,[],[],[],['Michael Palin'],genre_99_1980,tv
5687,The Smurfs,7.0,517,"[16, 10751, 10765, 10762, 35]",en,1981-09-12,11.0,,,239.2628,"Classic Saturday-morning cartoon series featuring magical blue elf-like creatures called Smurfs. The Smurfs, named for their personalities, inhabit a village of mushroom houses in an enchanted forest. These loveable creatures are led by Papa Smurf and live carefree... except for one major threat to ",9,422.0,"['Belgium', 'United Kingdom', 'United States of America', 'Canada', 'France', 'Germany']",['NBC'],['Peyo'],"['Don Messick', 'Lucille Bliss', 'Frank Welker', 'Michael Bell', 'June Foray']",genre_35_1981,tv
80885,Ninja Hattori-kun,6.8,30,"[16, 10759, 35, 10751, 10762]",ja,1981-09-28,6.0,,,194.2655,"11-year-old Kenichi Mitsuba is an average kid who goes to secondary school and struggles with his studies, he is very stubborn and is very lazy and therefore always ends up frustrating his parents and teacher. He loves to find an easy way of things. He befriends Hattori Kanzo, a ninja from the Iga C",1,697.0,['Japan'],"['tv asahi', 'ANIMAX']",['Fujiko F. Fujio'],"['Kenichi Ogata', 'Kaneta Kimotsuki', 'Yuko Mita', 'Masako Sugaya', 'Runa Akiyama']",genre_35_1981,tv
10918,"Wetten, dass..?",5.3,19,"[18, 10764, 35, 10767]",de,1981-02-14,165.0,,,129.938,A long-running German-language entertainment television show based on the format of the British show You Bet! and the American show Wanna Bet?.,33,210.0,"['Austria', 'Germany', 'Switzerland']",['ZDF'],['Frank Elstner'],['Markus Lanz'],genre_18_1981,tv
12433,A Case For Two,5.2,14,"[18, 80]",de,1981-09-11,60.0,,,114.7085,"Ein Fall für zwei is a German television series, which premiered on September 11, 1981 on ZDF. The series, located in Frankfurt am Main, features two main characters who solve crimes: a defense attorney and a private investigator. Josef Matula, a former German police officer, has gone into private b",33,300.0,['Germany'],['ZDF'],['Karl Heinz Willschrei'],"['Claus Theo Gärtner', 'Paul Frielinghaus']",genre_18_1981,tv
37567,Dr. Slump,8.0,127,"[16, 35, 10765]",ja,1981-04-08,25.0,,,111.0651,"Follows the humorous adventures of the little girl robot Arale Norimaki, her creator Senbei Norimaki, and the other residents of the bizarre Penguin Village.",1,243.0,['Japan'],"['Fuji TV', 'Tokai Television Broadcasting', 'Kansai TV']",[],"['Mami Koyama', 'Kenji Utsumi', 'Mitsuko Horie', 'Kazuko Sugiyama', 'Naomi Jinbo']",genre_16_1981,tv
5352,Gimme a Break!,6.7,27,"[35, 10751]",en,1981-10-29,30.0,,,109.914,"Gimme a Break! is an American sitcom which aired on NBC for six seasons, October 29, 1981, until May 12, 1987. The series stars Nell Carter as the housekeeper for a widowed police chief and his three daughters.",6,137.0,['United States of America'],['NBC'],"['Morton Lachman', 'Sy Rosen']","['Nell Carter', 'Lara Jill Miller', 'John Hoyt', 'Joey Lawrence', 'Telma Hopkins']",popularity.desc_1981,tv
3828,Hill Street Blues,7.6,110,"[18, 80]",en,1981-01-15,49.0,,,89.1361,A realistic glimpse into the daily lives of the officers and detectives at an urban police station.,7,146.0,['United States of America'],['NBC'],['Steven Bochco'],"['Daniel J. Travanti', 'Michael Warren', 'Bruce Weitz', 'Robert Prosky', 'James B. Sikking']",genre_18_1981,tv
29911,Elvira's Movie Macabre,6.95,10,"[35, 18]",en,1981-09-26,120.0,,,77.8099,"Elvira, Mistress of the Dark, presents low-budget scary movies and provides sarcastic, campy commentary.",5,140.0,['United States of America'],['KHJ-TV'],['Cassandra Peterson'],"['Cassandra Peterson', 'Cheech Marin', 'John Paragon']",popularity.desc_1981,tv
34163,Urusei Yatsura,7.513,38,"[16, 35, 10765, 18]",ja,1981-10-14,26.0,,,67.7552,"The invasion of an alien race known as the Oni begins a new life for Ataru Moroboshi, a lecherous trouble-making tenth grader in the small town of Tomobiki. After unwittingly proposing to the Oni princess Lum Invader instead of his sweetheart Shinobu, Ataru becomes a conduit for aliens arriving on E",1,218.0,['Japan'],['Fuji TV'],['Rumiko Takahashi'],"['Toshio Furukawa', 'Fumi Hirano', 'Akira Kamiya', 'Saeko Shimazu', 'Kazuko Sugiyama']",popularity.desc_1981,tv
5031,The Fall Guy,7.6,151,"[10759, 80]",en,1981-11-04,47.0,,,64.1762,Hollywood stuntman Colt Seavers picks up some extra pocket money by using his rough-and-tumble skills to track and capture bail jumpers.,5,111.0,['United States of America'],['ABC'],['Glen A. Larson'],"['Lee Majors', 'Douglas Barr', 'Heather Thomas', 'Markie Post', 'Jo Ann Pflug']",genre_80_1981,tv
4328,A Country Practice,5.6,13,"[10766, 18]",en,1981-11-18,48.0,,,62.408,"A Country Practice was an Australian television drama series. At its inception, one of the longest-running of its kind, produced by James Davern of JNP Productions, who had wrote the pilot episode and entered a script contest for the network in 1979, coming third and winning a merit award. It ran on",13,932.0,['Australia'],"['Network Ten', 'Seven Network']",['James Davern'],[],popularity.desc_1981,tv
21116,Das Traumschiff,4.3,14,"[35, 10751, 18]",de,1981-11-22,,,,62.0238,The series is about a cruise ship that travels to places around the world.,1,105.0,['Germany'],['ZDF'],['Wolfgang Rademann'],[],popularity.desc_1981,tv
3769,Dynasty,6.508,118,"[10766, 18]",en,1981-01-12,46.0,,,46.7872,"The saga of a wealthy Denver family in the oil business: Blake Carrington, the patriarch; Krystle, his former secretary and wife; his children: Adam, lost in childhood after a kidnapping; Fallon, pampered and spoiled; Steven, openly gay; and Amanda, hidden from him by his ex-wife, the conniving Alex",9,220.0,['United States of America'],['ABC'],"['Esther Shapiro', 'Richard Alan Shapiro']","['John Forsythe', 'Linda Evans', 'Joan Collins', 'John James', 'Gordon Thomson']",vote_count.desc_1981,tv
2102,Simon & Simon,6.7,88,[18],en,1981-11-24,60.0,,,45.0421,"A.J. Simon is a polished fellow with a taste for classic cars and tailored suits. Rick Simon is his less refined (but still pleasant) older brother who has a taste for cowboy boots and four-wheel drive pickups. The two of them live in San Diego, where they own a private detective agency.",8,156.0,['United States of America'],['CBS'],['Philip DeGuere Jr.'],"['Jameson Parker', 'Gerald McRaney', 'Mary Carver', 'Joan McMurtrey']",vote_count.desc_1981,tv
72,Only Fools and Horses,8.0,280,[35],en,1981-09-08,30.0,,,41.6401,The misadventures of two wheeler dealer brothers Del Boy and Rodney Trotter of 'Trotters Independent Traders PLC' who scrape their living by selling dodgy goods believing that next year they will be millionaires.,7,45.0,[],['BBC One'],['John Sullivan'],"['David Jason', 'Nicholas Lyndhurst', 'Buster Merryfield', 'Gwyneth Strong', 'Tessa Peake-Jones']",vote_count.desc_1981,tv
