title,rating,votes,language,release_date,runtime,budget,revenue,genres,type,number_of_seasons,number_of_episodes
Shazam! Fury of the Gods,6.468,3344,en,2023-03-15,130.0,110000000.0,134221819.0,Comedy,movie,,
Shazam! Fury of the Gods,6.468,3344,en,2023-03-15,130.0,110000000.0,134221819.0,Action,movie,,
Shazam! Fury of the Gods,6.468,3344,en,2023-03-15,130.0,110000000.0,134221819.0,Fantasy,movie,,
Saltburn,6.975,2550,en,2023-11-16,131.0,20000000.0,21013738.0,Drama,movie,,
Saltburn,6.975,2550,en,2023-11-16,131.0,20000000.0,21013738.0,Comedy,movie,,
Saltburn,6.975,2550,en,2023-11-16,131.0,20000000.0,21013738.0,Thriller,movie,,
The Boy and the Heron,7.431,2219,ja,2023-07-14,124.0,50000000.0,294200000.0,Animation,movie,,
The Boy and the Heron,7.431,2219,ja,2023-07-14,124.0,50000000.0,294200000.0,Adventure,movie,,
The Boy and the Heron,7.431,2219,ja,2023-07-14,124.0,50000000.0,294200000.0,Fantasy,movie,,
The Boy and the Heron,7.431,2219,ja,2023-07-14,124.0,50000000.0,294200000.0,Family,movie,,
The Boy and the Heron,7.431,2219,ja,2023-07-14,124.0,50000000.0,294200000.0,Drama,movie,,
Indiana Jones and the Dial of Destiny,6.55,3694,en,2023-06-25,155.0,294700000.0,383963057.0,Adventure,movie,,
Indiana Jones and the Dial of Destiny,6.55,3694,en,2023-06-25,155.0,294700000.0,383963057.0,Action,movie,,
Cobweb,6.581,86,ko,2023-09-27,135.0,0.0,126.0,Comedy,movie,,
Cobweb,6.581,86,ko,2023-09-27,135.0,0.0,126.0,Drama,movie,,
Leo,7.416,1237,en,2023-11-17,102.0,0.0,0.0,Animation,movie,,
Leo,7.416,1237,en,2023-11-17,102.0,0.0,0.0,Comedy,movie,,
Leo,7.416,1237,en,2023-11-17,102.0,0.0,0.0,Family,movie,,
Perfect Days,7.756,1509,ja,2023-11-10,124.0,14000000.0,24094016.0,Drama,movie,,
Ant-Man and the Wasp: Quantumania,6.275,5316,en,2023-02-15,125.0,388369742.0,476071180.0,Action,movie,,
Ant-Man and the Wasp: Quantumania,6.275,5316,en,2023-02-15,125.0,388369742.0,476071180.0,Adventure,movie,,
Ant-Man and the Wasp: Quantumania,6.275,5316,en,2023-02-15,125.0,388369742.0,476071180.0,Science Fiction,movie,,
Extraction 2,7.424,2613,en,2023-06-09,122.0,65000000.0,0.0,Action,movie,,
Extraction 2,7.424,2613,en,2023-06-09,122.0,65000000.0,0.0,Thriller,movie,,
Extraction 2,7.424,2613,en,2023-06-09,122.0,65000000.0,0.0,Crime,movie,,
Expend4bles,6.115,1681,en,2023-09-15,103.0,100000000.0,37917985.0,Action,movie,,
Expend4bles,6.115,1681,en,2023-09-15,103.0,100000000.0,37917985.0,Adventure,movie,,
Expend4bles,6.115,1681,en,2023-09-15,103.0,100000000.0,37917985.0,Thriller,movie,,
Saw X,7.205,2118,en,2023-09-27,118.0,13000000.0,125319714.0,Horror,movie,,
Saw X,7.205,2118,en,2023-09-27,118.0,13000000.0,125319714.0,Mystery,movie,,
After Everything,6.894,924,en,2023-09-13,93.0,14000000.0,10644463.0,Romance,movie,,
After Everything,6.894,924,en,2023-09-13,93.0,14000000.0,10644463.0,Drama,movie,,
Creed III,7.104,2655,en,2023-03-01,116.0,75000000.0,275300000.0,Drama,movie,,
Creed III,7.104,2655,en,2023-03-01,116.0,75000000.0,275300000.0,Action,movie,,
Blue Beetle,6.681,2832,en,2023-08-16,128.0,104000000.0,130788072.0,Action,movie,,
Blue Beetle,6.681,2832,en,2023-08-16,128.0,104000000.0,130788072.0,Science Fiction,movie,,
Blue Beetle,6.681,2832,en,2023-08-16,128.0,104000000.0,130788072.0,Adventure,movie,,
Transmorphers: Mech Beasts,5.556,36,en,2023-06-09,84.0,0.0,65452.0,Action,movie,,
Transmorphers: Mech Beasts,5.556,36,en,2023-06-09,84.0,0.0,65452.0,Science Fiction,movie,,
The Pope's Exorcist,6.954,2898,en,2023-04-05,103.0,18000000.0,76987621.0,Horror,movie,,
The Pope's Exorcist,6.954,2898,en,2023-04-05,103.0,18000000.0,76987621.0,Thriller,movie,,
The Roundup: No Way Out,7.2,478,ko,2023-05-31,105.0,0.0,83410298.0,Action,movie,,
The Roundup: No Way Out,7.2,478,ko,2023-05-31,105.0,0.0,83410298.0,Crime,movie,,
The Roundup: No Way Out,7.2,478,ko,2023-05-31,105.0,0.0,83410298.0,Comedy,movie,,
The Roundup: No Way Out,7.2,478,ko,2023-05-31,105.0,0.0,83410298.0,Thriller,movie,,
The Roundup: No Way Out,7.2,478,ko,2023-05-31,105.0,0.0,83410298.0,Drama,movie,,
The Marvels,5.999,3004,en,2023-11-08,105.0,274800000.0,206136825.0,Science Fiction,movie,,
The Marvels,5.999,3004,en,2023-11-08,105.0,274800000.0,206136825.0,Adventure,movie,,
The Marvels,5.999,3004,en,2023-11-08,105.0,274800000.0,206136825.0,Action,movie,,
Rebel Moon - Part One: A Child of Fire,6.248,2320,en,2023-12-15,134.0,83000000.0,0.0,Science Fiction,movie,,
Rebel Moon - Part One: A Child of Fire,6.248,2320,en,2023-12-15,134.0,83000000.0,0.0,Action,movie,,
Rebel Moon - Part One: A Child of Fire,6.248,2320,en,2023-12-15,134.0,83000000.0,0.0,Adventure,movie,,
Sound of Freedom,8.0,2561,en,2023-07-03,131.0,14500000.0,250600000.0,Action,movie,,
Sound of Freedom,8.0,2561,en,2023-07-03,131.0,14500000.0,250600000.0,Drama,movie,,
No Love Lost,6.061,49,fr,2023-12-20,91.0,0.0,579413.0,Comedy,movie,,
No Love Lost,6.061,49,fr,2023-12-20,91.0,0.0,579413.0,Drama,movie,,
Thanksgiving,6.527,1358,en,2023-11-16,106.0,15000000.0,46553280.0,Horror,movie,,
Thanksgiving,6.527,1358,en,2023-11-16,106.0,15000000.0,46553280.0,Mystery,movie,,
Dogman,7.891,1208,fr,2023-09-27,115.0,22700000.0,4082217.0,Action,movie,,
Dogman,7.891,1208,fr,2023-09-27,115.0,22700000.0,4082217.0,Drama,movie,,
Dogman,7.891,1208,fr,2023-09-27,115.0,22700000.0,4082217.0,Crime,movie,,
Teen Wolf: The Movie,7.519,880,en,2023-01-18,140.0,0.0,0.0,Action,movie,,
Teen Wolf: The Movie,7.519,880,en,2023-01-18,140.0,0.0,0.0,Fantasy,movie,,
Teen Wolf: The Movie,7.519,880,en,2023-01-18,140.0,0.0,0.0,TV Movie,movie,,
The Zone of Interest,7.015,2192,en,2023-12-15,105.0,15000000.0,52631884.0,Drama,movie,,
The Zone of Interest,7.015,2192,en,2023-12-15,105.0,15000000.0,52631884.0,History,movie,,
The Zone of Interest,7.015,2192,en,2023-12-15,105.0,15000000.0,52631884.0,War,movie,,
The Hard Hit,6.8,19,en,2023-10-20,76.0,0.0,0.0,Action,movie,,
The Hard Hit,6.8,19,en,2023-10-20,76.0,0.0,0.0,Thriller,movie,,
The Hard Hit,6.8,19,en,2023-10-20,76.0,0.0,0.0,Crime,movie,,
Anatomy of a Fall,7.536,2835,fr,2023-08-23,151.0,6700000.0,35634133.0,Thriller,movie,,
Anatomy of a Fall,7.536,2835,fr,2023-08-23,151.0,6700000.0,35634133.0,Mystery,movie,,
Anatomy of a Fall,7.536,2835,fr,2023-08-23,151.0,6700000.0,35634133.0,Crime,movie,,
Through My Window: Across the Sea,6.58,907,es,2023-06-23,110.0,0.0,0.0,Romance,movie,,
Through My Window: Across the Sea,6.58,907,es,2023-06-23,110.0,0.0,0.0,Drama,movie,,
Through My Window: Across the Sea,6.58,907,es,2023-06-23,110.0,0.0,0.0,Comedy,movie,,
Operation Fortune: Ruse de Guerre,6.485,1681,en,2023-01-04,113.0,50000000.0,48983306.0,Action,movie,,
Operation Fortune: Ruse de Guerre,6.485,1681,en,2023-01-04,113.0,50000000.0,48983306.0,Comedy,movie,,
Operation Fortune: Ruse de Guerre,6.485,1681,en,2023-01-04,113.0,50000000.0,48983306.0,Thriller,movie,,
The Girl Who Escaped: The Kara Robinson Story,7.144,101,en,2023-02-11,88.0,0.0,0.0,Thriller,movie,,
The Girl Who Escaped: The Kara Robinson Story,7.144,101,en,2023-02-11,88.0,0.0,0.0,Drama,movie,,
The Girl Who Escaped: The Kara Robinson Story,7.144,101,en,2023-02-11,88.0,0.0,0.0,Crime,movie,,
The Girl Who Escaped: The Kara Robinson Story,7.144,101,en,2023-02-11,88.0,0.0,0.0,TV Movie,movie,,
SPY x FAMILY CODE: White,7.035,544,ja,2023-12-22,110.0,5000000.0,59629242.0,Animation,movie,,
SPY x FAMILY CODE: White,7.035,544,ja,2023-12-22,110.0,5000000.0,59629242.0,Comedy,movie,,
SPY x FAMILY CODE: White,7.035,544,ja,2023-12-22,110.0,5000000.0,59629242.0,Adventure,movie,,
SPY x FAMILY CODE: White,7.035,544,ja,2023-12-22,110.0,5000000.0,59629242.0,Action,movie,,
Burning Betrayal,6.321,201,pt,2023-10-25,99.0,0.0,0.0,Drama,movie,,
Burning Betrayal,6.321,201,pt,2023-10-25,99.0,0.0,0.0,Mystery,movie,,
Burning Betrayal,6.321,201,pt,2023-10-25,99.0,0.0,0.0,Romance,movie,,
The X-Treme Riders,8.0,22,th,2023-11-09,75.0,0.0,0.0,Action,movie,,
The X-Treme Riders,8.0,22,th,2023-11-09,75.0,0.0,0.0,Crime,movie,,
"Ruby Gillman, Teenage Kraken",7.197,1039,en,2023-06-28,91.0,70000000.0,46247409.0,Animation,movie,,
"Ruby Gillman, Teenage Kraken",7.197,1039,en,2023-06-28,91.0,70000000.0,46247409.0,Family,movie,,
"Ruby Gillman, Teenage Kraken",7.197,1039,en,2023-06-28,91.0,70000000.0,46247409.0,Fantasy,movie,,
"Ruby Gillman, Teenage Kraken",7.197,1039,en,2023-06-28,91.0,70000000.0,46247409.0,Comedy,movie,,
Dear David,6.1,36,id,2023-02-09,118.0,0.0,0.0,Drama,movie,,
Dear David,6.1,36,id,2023-02-09,118.0,0.0,0.0,Romance,movie,,
Dear David,6.1,36,id,2023-02-09,118.0,0.0,0.0,Fantasy,movie,,
The Iron Claw,7.545,1035,en,2023-12-21,132.0,15900000.0,40130232.0,History,movie,,
The Iron Claw,7.545,1035,en,2023-12-21,132.0,15900000.0,40130232.0,Drama,movie,,
Totally Killer,6.828,958,en,2023-09-28,105.0,0.0,0.0,Horror,movie,,
Totally Killer,6.828,958,en,2023-09-28,105.0,0.0,0.0,Comedy,movie,,
Totally Killer,6.828,958,en,2023-09-28,105.0,0.0,0.0,Science Fiction,movie,,
Nightwatch: Demons Are Forever,6.296,71,da,2023-12-14,117.0,4300000.0,0.0,Horror,movie,,
Nightwatch: Demons Are Forever,6.296,71,da,2023-12-14,117.0,4300000.0,0.0,Thriller,movie,,
Nightwatch: Demons Are Forever,6.296,71,da,2023-12-14,117.0,4300000.0,0.0,Mystery,movie,,
Beautiful Disaster,6.672,829,en,2023-04-04,96.0,25000000.0,6850036.0,Romance,movie,,
Beautiful Disaster,6.672,829,en,2023-04-04,96.0,25000000.0,6850036.0,Drama,movie,,
Beautiful Disaster,6.672,829,en,2023-04-04,96.0,25000000.0,6850036.0,Comedy,movie,,
Mob Land,5.488,85,en,2023-08-04,111.0,0.0,0.0,Action,movie,,
Mob Land,5.488,85,en,2023-08-04,111.0,0.0,0.0,Crime,movie,,
Mob Land,5.488,85,en,2023-08-04,111.0,0.0,0.0,Thriller,movie,,
Teenage Mutant Ninja Turtles: Mutant Mayhem,7.224,1421,en,2023-07-31,100.0,75000000.0,180513586.0,Animation,movie,,
Teenage Mutant Ninja Turtles: Mutant Mayhem,7.224,1421,en,2023-07-31,100.0,75000000.0,180513586.0,Comedy,movie,,
Teenage Mutant Ninja Turtles: Mutant Mayhem,7.224,1421,en,2023-07-31,100.0,75000000.0,180513586.0,Action,movie,,
Teenage Mutant Ninja Turtles: Mutant Mayhem,7.224,1421,en,2023-07-31,100.0,75000000.0,180513586.0,Science Fiction,movie,,
Newsnight,6.2,10,en,1980-01-30,50.0,,,News,tv,18.0,3398.0
Sale of the Century,3.7,3,en,1980-07-14,60.0,,,,tv,21.0,4801.0
Masterpiece Mystery,5.0,2,en,1980-02-05,60.0,,,Crime,tv,45.0,941.0
Masterpiece Mystery,5.0,2,en,1980-02-05,60.0,,,Drama,tv,45.0,941.0
Masterpiece Mystery,5.0,2,en,1980-02-05,60.0,,,Mystery,tv,45.0,941.0
"Magnum, P.I.",7.274,405,en,1980-12-11,45.0,,,Action & Adventure,tv,8.0,162.0
"Magnum, P.I.",7.274,405,en,1980-12-11,45.0,,,Crime,tv,8.0,162.0
"Magnum, P.I.",7.274,405,en,1980-12-11,45.0,,,Drama,tv,8.0,162.0
"Magnum, P.I.",7.274,405,en,1980-12-11,45.0,,,Mystery,tv,8.0,162.0
Barbara Mandrell and the Mandrell Sisters,5.0,1,en,1980-11-18,60.0,,,Comedy,tv,2.0,35.0
The Gentle Touch,6.9,7,en,1980-04-11,60.0,,,Crime,tv,5.0,56.0
The Gentle Touch,6.9,7,en,1980-04-11,60.0,,,Drama,tv,5.0,56.0
Die liebe Familie,0.0,0,de,1980-12-06,45.0,,,Family,tv,14.0,283.0
Die liebe Familie,0.0,0,de,1980-12-06,45.0,,,Drama,tv,14.0,283.0
Die liebe Familie,0.0,0,de,1980-12-06,45.0,,,Reality,tv,14.0,283.0
Natchan no shashinkan,0.0,0,ja,1980-04-07,15.0,,,Drama,tv,1.0,156.0
The Plastic Man Comedy/Adventure Show,6.3,10,en,1980-09-27,30.0,,,Animation,tv,1.0,35.0
Verstehen Sie Spaß?,3.8,5,de,1980-01-31,180.0,,,Reality,tv,7.0,132.0
Solid Gold,6.0,3,en,1980-09-13,60.0,,,,tv,8.0,319.0
Juliet Bravo,5.8,5,en,1980-08-30,50.0,,,Crime,tv,6.0,88.0
Juliet Bravo,5.8,5,en,1980-08-30,50.0,,,Drama,tv,6.0,88.0
It's a Living,5.7,11,en,1980-10-30,30.0,,,Comedy,tv,6.0,120.0
New Tetsujin-28,7.2,4,ja,1980-10-03,30.0,,,Animation,tv,1.0,51.0
New Tetsujin-28,7.2,4,ja,1980-10-03,30.0,,,Sci-Fi & Fantasy,tv,1.0,51.0
CNN Special Report,6.7,3,en,1980-04-19,45.0,,,Documentary,tv,13.0,68.0
The Adventures of Tom Sawyer,7.698,139,ja,1980-01-06,24.0,,,Animation,tv,1.0,49.0
The Adventures of Tom Sawyer,7.698,139,ja,1980-01-06,24.0,,,Action & Adventure,tv,1.0,49.0
The Adventures of Tom Sawyer,7.698,139,ja,1980-01-06,24.0,,,Drama,tv,1.0,49.0
Le temps d'une paix,0.0,0,fr,1980-10-29,,,,Drama,tv,6.0,135.0
Captain Caveman and the Teen Angels,7.1,128,en,1980-03-08,11.0,,,Animation,tv,1.0,16.0
Captain Caveman and the Teen Angels,7.1,128,en,1980-03-08,11.0,,,Comedy,tv,1.0,16.0
Captain Caveman and the Teen Angels,7.1,128,en,1980-03-08,11.0,,,Family,tv,1.0,16.0
Captain Caveman and the Teen Angels,7.1,128,en,1980-03-08,11.0,,,Kids,tv,1.0,16.0
Captain Caveman and the Teen Angels,7.1,128,en,1980-03-08,11.0,,,Mystery,tv,1.0,16.0
Huckleberry Finn and His Friends,7.5,8,en,1980-01-01,25.0,,,Action & Adventure,tv,1.0,26.0
The Flintstone Comedy Show,6.6,14,en,1980-11-22,30.0,,,Family,tv,1.0,126.0
The Flintstone Comedy Show,6.6,14,en,1980-11-22,30.0,,,Animation,tv,1.0,126.0
The Flintstone Comedy Show,6.6,14,en,1980-11-22,30.0,,,Comedy,tv,1.0,126.0
The Flintstone Comedy Show,6.6,14,en,1980-11-22,30.0,,,Kids,tv,1.0,126.0
Auf Achse,6.2,15,de,1980-10-28,50.0,,,Action & Adventure,tv,6.0,86.0
Heut' abend,0.0,0,de,1980-02-03,45.0,,,Talk,tv,12.0,298.0
Chespirito,8.188,384,es,1980-02-04,40.0,,,Comedy,tv,16.0,641.0
Chespirito,8.188,384,es,1980-02-04,40.0,,,Family,tv,16.0,641.0
Play the Percentages,0.0,0,en,1980-01-07,30.0,,,,tv,1.0,180.0
Nightline,5.0,8,en,1980-03-24,31.0,,,News,tv,8.0,115.0
Nightline,5.0,8,en,1980-03-24,31.0,,,Documentary,tv,8.0,115.0
Fridays,5.0,5,en,1980-04-11,90.0,,,Comedy,tv,3.0,60.0
Here's Boomer,5.3,3,en,1980-03-14,30.0,,,Family,tv,2.0,36.0
Here's Boomer,5.3,3,en,1980-03-14,30.0,,,Action & Adventure,tv,2.0,36.0
Here's Boomer,5.3,3,en,1980-03-14,30.0,,,Drama,tv,2.0,36.0
The Stockard Channing Show,5.0,1,en,1980-03-24,30.0,,,Comedy,tv,1.0,13.0
Denshi Sentai Denziman,8.857,7,ja,1980-02-02,25.0,,,Action & Adventure,tv,1.0,51.0
Denshi Sentai Denziman,8.857,7,ja,1980-02-02,25.0,,,Sci-Fi & Fantasy,tv,1.0,51.0
Denshi Sentai Denziman,8.857,7,ja,1980-02-02,25.0,,,Drama,tv,1.0,51.0
Denshi Sentai Denziman,8.857,7,ja,1980-02-02,25.0,,,Kids,tv,1.0,51.0
Shadow Warriors,8.0,4,ja,1980-04-01,59.0,,,Drama,tv,5.0,119.0
Shadow Warriors,8.0,4,ja,1980-04-01,59.0,,,Action & Adventure,tv,5.0,119.0
As Três Marias,8.0,1,pt,1980-11-10,,,,Soap,tv,1.0,162.0
As Três Marias,8.0,1,pt,1980-11-10,,,,Drama,tv,1.0,162.0
As Três Marias,8.0,1,pt,1980-11-10,,,,Family,tv,1.0,162.0
Shōgun,7.667,206,en,1980-09-15,,,,Action & Adventure,tv,1.0,5.0
Shōgun,7.667,206,en,1980-09-15,,,,Drama,tv,1.0,5.0
Shōgun,7.667,206,en,1980-09-15,,,,War & Politics,tv,1.0,5.0
Too Close for Comfort,6.3,25,en,1980-11-11,24.0,,,Comedy,tv,6.0,129.0
Travels with Palin,9.0,1,en,1980-11-27,37.0,,,Comedy,tv,9.0,52.0
Travels with Palin,9.0,1,en,1980-11-27,37.0,,,Documentary,tv,9.0,52.0
Ojamanga Yamada-kun,0.0,0,ja,1980-09-28,25.0,,,Animation,tv,1.0,103.0
Ojamanga Yamada-kun,0.0,0,ja,1980-09-28,25.0,,,Comedy,tv,1.0,103.0
Ojamanga Yamada-kun,0.0,0,ja,1980-09-28,25.0,,,Family,tv,1.0,103.0
The Fonz and the Happy Days Gang,8.0,8,en,1980-11-08,30.0,,,Animation,tv,2.0,24.0
The Fonz and the Happy Days Gang,8.0,8,en,1980-11-08,30.0,,,Action & Adventure,tv,2.0,24.0
The Fonz and the Happy Days Gang,8.0,8,en,1980-11-08,30.0,,,Sci-Fi & Fantasy,tv,2.0,24.0
Russ Abbot's Madhouse,0.0,0,en,1980-04-12,30.0,,,,tv,6.0,39.0
Lalabel,6.0,2,ja,1980-02-15,25.0,,,Animation,tv,1.0,49.0
Lalabel,6.0,2,ja,1980-02-15,25.0,,,Comedy,tv,1.0,49.0
One in a Million,5.0,1,en,1980-01-08,30.0,,,Comedy,tv,1.0,13.0
Trider G7,5.429,7,ja,1980-02-02,24.0,,,Animation,tv,1.0,50.0
Trider G7,5.429,7,ja,1980-02-02,24.0,,,Sci-Fi & Fantasy,tv,1.0,50.0
Dynasty,0.0,0,cn,1980-06-16,,,,Drama,tv,2.0,78.0
Dynasty,0.0,0,cn,1980-06-16,,,,Action & Adventure,tv,2.0,78.0
Monchhichi Twins,0.0,0,ja,1980-02-04,5.0,,,Animation,tv,1.0,130.0
Blowing in the Wind,0.0,0,cn,1980-05-12,,,,Drama,tv,1.0,80.0
Do Your Best Genki,6.7,3,ja,1980-07-16,25.0,,,Animation,tv,1.0,35.0
Do Your Best Genki,6.7,3,ja,1980-07-16,25.0,,,Comedy,tv,1.0,35.0
Do Your Best Genki,6.7,3,ja,1980-07-16,25.0,,,Drama,tv,1.0,35.0
Heathcliff,6.4,40,en,1980-10-04,30.0,,,Animation,tv,2.0,91.0
The Richie Rich/Scooby-Doo Show and Scrappy Too!,9.2,32,en,1980-11-08,60.0,,,Animation,tv,2.0,21.0
The Richie Rich/Scooby-Doo Show and Scrappy Too!,9.2,32,en,1980-11-08,60.0,,,Family,tv,2.0,21.0
The Richie Rich/Scooby-Doo Show and Scrappy Too!,9.2,32,en,1980-11-08,60.0,,,Kids,tv,2.0,21.0
The Richie Rich/Scooby-Doo Show and Scrappy Too!,9.2,32,en,1980-11-08,60.0,,,Mystery,tv,2.0,21.0
The Richie Rich/Scooby-Doo Show and Scrappy Too!,9.2,32,en,1980-11-08,60.0,,,Comedy,tv,2.0,21.0
ザ・ハングマン,0.0,0,ja,1980-11-14,,,,,tv,4.0,128.0
Space Warrior Baldios,7.3,3,ja,1980-06-30,25.0,,,Animation,tv,1.0,34.0
Space Warrior Baldios,7.3,3,ja,1980-06-30,25.0,,,Action & Adventure,tv,1.0,34.0
Space Warrior Baldios,7.3,3,ja,1980-06-30,25.0,,,Sci-Fi & Fantasy,tv,1.0,34.0
Gone with the wind,0.0,0,cn,1980-02-04,60.0,,,Drama,tv,1.0,76.0
Nils Holgerson,7.7,46,ja,1980-01-08,25.0,,,Animation,tv,1.0,52.0
Nils Holgerson,7.7,46,ja,1980-01-08,25.0,,,Action & Adventure,tv,1.0,52.0
Nils Holgerson,7.7,46,ja,1980-01-08,25.0,,,Kids,tv,1.0,52.0
Nils Holgerson,7.7,46,ja,1980-01-08,25.0,,,Sci-Fi & Fantasy,tv,1.0,52.0
The Adventurers,0.0,0,cn,1980-11-24,,,,Drama,tv,1.0,45.0
The Big Show,0.0,0,en,1980-03-04,60.0,,,Comedy,tv,1.0,11.0
Dom,7.5,8,pl,1980-11-09,80.0,,,Drama,tv,4.0,25.0
"Palmerstown, U.S.A.",5.5,2,en,1980-03-20,60.0,,,Drama,tv,2.0,18.0
Sanford,5.5,2,en,1980-03-15,30.0,,,Comedy,tv,2.0,26.0
Lady Killers,5.0,1,en,1980-07-20,60.0,,,,tv,2.0,14.0
The Tom and Jerry Comedy Show,7.5,52,en,1980-09-01,7.0,,,Animation,tv,1.0,45.0
The Tom and Jerry Comedy Show,7.5,52,en,1980-09-01,7.0,,,Comedy,tv,1.0,45.0
Bark! Bun Bun,6.2,4,ja,1980-10-09,23.0,,,Animation,tv,1.0,39.0
Goodtime Girls,5.0,1,en,1980-01-22,30.0,,,Comedy,tv,1.0,13.0
Bosom Buddies,6.4,37,en,1980-11-27,25.0,,,Comedy,tv,2.0,38.0
Beyond Westworld,5.4,10,en,1980-03-05,60.0,,,Sci-Fi & Fantasy,tv,1.0,5.0
Beyond Westworld,5.4,10,en,1980-03-05,60.0,,,Mystery,tv,1.0,5.0
Beyond Westworld,5.4,10,en,1980-03-05,60.0,,,Crime,tv,1.0,5.0
Beyond Westworld,5.4,10,en,1980-03-05,60.0,,,Action & Adventure,tv,1.0,5.0
Kamen Rider Super-1,10.0,2,ja,1980-10-17,24.0,,,,tv,1.0,48.0
Galactica 1980,6.112,85,en,1980-01-27,49.0,,,Sci-Fi & Fantasy,tv,1.0,10.0
Galactica 1980,6.112,85,en,1980-01-27,49.0,,,Action & Adventure,tv,1.0,10.0
Galactica 1980,6.112,85,en,1980-01-27,49.0,,,Drama,tv,1.0,10.0
Space Runaway Ideon,5.3,3,ja,1980-05-08,25.0,,,Animation,tv,1.0,39.0
Space Runaway Ideon,5.3,3,ja,1980-05-08,25.0,,,Sci-Fi & Fantasy,tv,1.0,39.0
Space Runaway Ideon,5.3,3,ja,1980-05-08,25.0,,,War & Politics,tv,1.0,39.0
Space Runaway Ideon,5.3,3,ja,1980-05-08,25.0,,,Action & Adventure,tv,1.0,39.0
Hammer House of Horror,7.1,69,en,1980-09-13,52.0,,,Mystery,tv,1.0,13.0
Hammer House of Horror,7.1,69,en,1980-09-13,52.0,,,Drama,tv,1.0,13.0
Family Fortunes,7.3,3,en,1980-01-06,35.0,,,Reality,tv,19.0,410.0
Family Fortunes,7.3,3,en,1980-01-06,35.0,,,Family,tv,19.0,410.0
Yagyu's Secret Quest,0.0,0,ja,1980-10-14,45.0,,,Drama,tv,1.0,26.0
The Bund,9.0,8,cn,1980-03-10,45.0,,,Crime,tv,1.0,25.0
The Bund,9.0,8,cn,1980-03-10,45.0,,,Drama,tv,1.0,25.0
The Tim Conway Show,7.5,2,en,1980-03-22,60.0,,,Comedy,tv,2.0,32.0
Kaibutsu-kun,7.2,4,ja,1980-09-02,30.0,,,Animation,tv,1.0,94.0
Kaibutsu-kun,7.2,4,ja,1980-09-02,30.0,,,Comedy,tv,1.0,94.0
I.O.B. Spezialauftrag,0.0,0,de,1980-03-10,25.0,,,Crime,tv,2.0,26.0
Together,5.5,2,en,1980-01-24,30.0,,,Drama,tv,2.0,53.0
Together,5.5,2,en,1980-01-24,30.0,,,Soap,tv,2.0,53.0
Flo,5.0,3,en,1980-03-21,30.0,,,Comedy,tv,2.0,29.0
Five Easy Pieces,0.0,0,cn,1980-08-04,,,,Drama,tv,1.0,28.0
Great Railway Journeys,7.0,1,en,1980-10-23,60.0,,,Documentary,tv,4.0,28.0
Maeterlinck's Blue Bird: Tyltyl and Mytyl's Adventurous Journey,0.0,0,ja,1980-01-09,30.0,,,Animation,tv,1.0,26.0
Maeterlinck's Blue Bird: Tyltyl and Mytyl's Adventurous Journey,0.0,0,ja,1980-01-09,30.0,,,Action & Adventure,tv,1.0,26.0
Oppenheimer,6.7,11,en,1980-10-29,50.0,,,Drama,tv,1.0,7.0
Achtung Zoll,0.0,0,de,1980-09-01,45.0,,,Crime,tv,2.0,42.0
Achtung Zoll,0.0,0,de,1980-09-01,45.0,,,Action & Adventure,tv,2.0,42.0
Arabela,8.3,37,cs,1980-12-25,,,,Sci-Fi & Fantasy,tv,1.0,13.0
Arabela,8.3,37,cs,1980-12-25,,,,Comedy,tv,1.0,13.0
Arabela,8.3,37,cs,1980-12-25,,,,Family,tv,1.0,13.0
Cosmos: A Personal Voyage,8.598,388,en,1980-09-28,60.0,,,Documentary,tv,1.0,13.0
Hagen,5.0,1,en,1980-03-15,60.0,,,Drama,tv,1.0,8.0
Play Your Cards Right,7.333,3,en,1980-02-01,30.0,,,,tv,17.0,259.0
The Other 'Arf,0.0,0,en,1980-05-30,30.0,,,Comedy,tv,4.0,27.0
Russell Harty,0.0,0,en,1980-10-28,30.0,,,,tv,3.0,116.0
X-Bomber,7.8,8,ja,1980-10-11,,,,Sci-Fi & Fantasy,tv,1.0,25.0
X-Bomber,7.8,8,ja,1980-10-11,,,,Animation,tv,1.0,25.0
Berlin Alexanderplatz,7.7,39,de,1980-10-12,60.0,,,Drama,tv,1.0,14.0
Berlin Alexanderplatz,7.7,39,de,1980-10-12,60.0,,,Crime,tv,1.0,14.0
Guyana Tragedy: The Story of Jim Jones,7.2,21,en,1980-04-15,188.0,,,Drama,tv,1.0,2.0
Astro Boy,7.6,75,ja,1980-10-01,24.0,,,Animation,tv,1.0,52.0
Astro Boy,7.6,75,ja,1980-10-01,24.0,,,Action & Adventure,tv,1.0,52.0
Astro Boy,7.6,75,ja,1980-10-01,24.0,,,Sci-Fi & Fantasy,tv,1.0,52.0
Astro Boy,7.6,75,ja,1980-10-01,24.0,,,Comedy,tv,1.0,52.0
Astro Boy,7.6,75,ja,1980-10-01,24.0,,,Family,tv,1.0,52.0
Astro Boy,7.6,75,ja,1980-10-01,24.0,,,Kids,tv,1.0,52.0
Water Under the Bridge,0.0,0,en,1980-09-25,60.0,,,Drama,tv,1.0,9.0
"Muteking, The Dashing Warrior",4.333,3,ja,1980-09-07,25.0,,,Animation,tv,1.0,56.0
Anderland,0.0,0,de,1980-03-04,30.0,,,Family,tv,1.0,45.0
