title,rating,votes,language,release_date,runtime,budget,revenue,genres,type,number_of_seasons,number_of_episodes
Miller's Crossing,7.46,1706,en,1990-09-21,115.0,14000000.0,5080409.0,Crime,movie,,
The Witches,6.936,1285,en,1990-05-25,91.0,11000000.0,15400000.0,Fantasy,movie,,
The Witches,6.936,1285,en,1990-05-25,91.0,11000000.0,15400000.0,Family,movie,,
The Witches,6.936,1285,en,1990-05-25,91.0,11000000.0,15400000.0,Horror,movie,,
Darkman,6.432,1414,en,1990-08-24,95.0,16000000.0,48900000.0,Action,movie,,
Darkman,6.432,1414,en,1990-08-24,95.0,16000000.0,48900000.0,Science Fiction,movie,,
Darkman,6.432,1414,en,1990-08-24,95.0,16000000.0,48900000.0,Thriller,movie,,
The Rookie,5.866,569,en,1990-12-07,121.0,10000000.0,21600000.0,Action,movie,,
The Rookie,5.866,569,en,1990-12-07,121.0,10000000.0,21600000.0,Crime,movie,,
The Rookie,5.866,569,en,1990-12-07,121.0,10000000.0,21600000.0,Drama,movie,,
The Rookie,5.866,569,en,1990-12-07,121.0,10000000.0,21600000.0,Thriller,movie,,
Boiling Point,6.89,205,ja,1990-09-15,96.0,0.0,0.0,Crime,movie,,
Boiling Point,6.89,205,ja,1990-09-15,96.0,0.0,0.0,Comedy,movie,,
Boiling Point,6.89,205,ja,1990-09-15,96.0,0.0,0.0,Drama,movie,,
Boiling Point,6.89,205,ja,1990-09-15,96.0,0.0,0.0,Action,movie,,
Boiling Point,6.89,205,ja,1990-09-15,96.0,0.0,0.0,Thriller,movie,,
A Moment of Romance,7.1,54,cn,1990-06-14,92.0,0.0,0.0,Action,movie,,
A Moment of Romance,7.1,54,cn,1990-06-14,92.0,0.0,0.0,Romance,movie,,
A Moment of Romance,7.1,54,cn,1990-06-14,92.0,0.0,0.0,Crime,movie,,
Island of Fire,6.2,132,cn,1990-03-28,124.0,0.0,0.0,Action,movie,,
Island of Fire,6.2,132,cn,1990-03-28,124.0,0.0,0.0,Crime,movie,,
Island of Fire,6.2,132,cn,1990-03-28,124.0,0.0,0.0,Drama,movie,,
Quigley Down Under,6.688,394,en,1990-10-17,119.0,0.0,21413845.0,Western,movie,,
Death Warrant,6.229,579,en,1990-09-14,89.0,4000000.0,16853487.0,Action,movie,,
Death Warrant,6.229,579,en,1990-09-14,89.0,4000000.0,16853487.0,Crime,movie,,
Death Warrant,6.229,579,en,1990-09-14,89.0,4000000.0,16853487.0,Thriller,movie,,
Death Warrant,6.229,579,en,1990-09-14,89.0,4000000.0,16853487.0,Mystery,movie,,
Halfaouine: Boy of the Terraces,6.431,58,ar,1990-09-14,98.0,0.0,0.0,Comedy,movie,,
Halfaouine: Boy of the Terraces,6.431,58,ar,1990-09-14,98.0,0.0,0.0,Drama,movie,,
Bad Influence,6.0,166,en,1990-03-09,99.0,7000000.0,12626043.0,Thriller,movie,,
Bird on a Wire,6.222,963,en,1990-05-18,110.0,20000000.0,138697012.0,Action,movie,,
Bird on a Wire,6.222,963,en,1990-05-18,110.0,20000000.0,138697012.0,Adventure,movie,,
Bird on a Wire,6.222,963,en,1990-05-18,110.0,20000000.0,138697012.0,Comedy,movie,,
Bird on a Wire,6.222,963,en,1990-05-18,110.0,20000000.0,138697012.0,Romance,movie,,
Another 48 Hrs.,6.006,914,en,1990-06-08,95.0,38000000.0,153518974.0,Thriller,movie,,
Another 48 Hrs.,6.006,914,en,1990-06-08,95.0,38000000.0,153518974.0,Action,movie,,
Another 48 Hrs.,6.006,914,en,1990-06-08,95.0,38000000.0,153518974.0,Comedy,movie,,
Another 48 Hrs.,6.006,914,en,1990-06-08,95.0,38000000.0,153518974.0,Crime,movie,,
God of Gamblers II,6.8,102,cn,1990-12-13,104.0,0.0,0.0,Action,movie,,
God of Gamblers II,6.8,102,cn,1990-12-13,104.0,0.0,0.0,Comedy,movie,,
Paganini,5.3,26,it,1990-05-25,85.0,0.0,0.0,Drama,movie,,
Paganini,5.3,26,it,1990-05-25,85.0,0.0,0.0,Music,movie,,
Presumed Innocent,6.8,729,en,1990-07-27,127.0,22000000.0,221303188.0,Mystery,movie,,
Presumed Innocent,6.8,729,en,1990-07-27,127.0,22000000.0,221303188.0,Crime,movie,,
Presumed Innocent,6.8,729,en,1990-07-27,127.0,22000000.0,221303188.0,Thriller,movie,,
Delta Force 2: The Colombian Connection,5.467,214,en,1990-08-24,111.0,0.0,6698361.0,Action,movie,,
Lupin the Third: The Hemingway Papers,6.263,40,ja,1990-03-01,92.0,0.0,0.0,Action,movie,,
Lupin the Third: The Hemingway Papers,6.263,40,ja,1990-03-01,92.0,0.0,0.0,Animation,movie,,
Lupin the Third: The Hemingway Papers,6.263,40,ja,1990-03-01,92.0,0.0,0.0,Comedy,movie,,
Lupin the Third: The Hemingway Papers,6.263,40,ja,1990-03-01,92.0,0.0,0.0,TV Movie,movie,,
Lupin the Third: The Hemingway Papers,6.263,40,ja,1990-03-01,92.0,0.0,0.0,Crime,movie,,
"Skinny Tiger, Fatty Dragon",6.9,28,cn,1990-06-28,104.0,0.0,0.0,Action,movie,,
"Skinny Tiger, Fatty Dragon",6.9,28,cn,1990-06-28,104.0,0.0,0.0,Comedy,movie,,
"Skinny Tiger, Fatty Dragon",6.9,28,cn,1990-06-28,104.0,0.0,0.0,Crime,movie,,
Psycho IV: The Beginning,5.67,276,en,1990-11-10,96.0,800000.0,0.0,Horror,movie,,
Psycho IV: The Beginning,5.67,276,en,1990-11-10,96.0,800000.0,0.0,Mystery,movie,,
Psycho IV: The Beginning,5.67,276,en,1990-11-10,96.0,800000.0,0.0,Thriller,movie,,
Psycho IV: The Beginning,5.67,276,en,1990-11-10,96.0,800000.0,0.0,TV Movie,movie,,
All for the Winner,6.7,89,cn,1990-08-18,101.0,0.0,0.0,Action,movie,,
All for the Winner,6.7,89,cn,1990-08-18,101.0,0.0,0.0,Comedy,movie,,
The Death of the Incredible Hulk,5.627,106,en,1990-02-18,95.0,0.0,0.0,Action,movie,,
The Death of the Incredible Hulk,5.627,106,en,1990-02-18,95.0,0.0,0.0,Drama,movie,,
The Death of the Incredible Hulk,5.627,106,en,1990-02-18,95.0,0.0,0.0,Science Fiction,movie,,
The Death of the Incredible Hulk,5.627,106,en,1990-02-18,95.0,0.0,0.0,TV Movie,movie,,
Men at Work,5.695,394,en,1990-08-24,98.0,9000000.0,16200000.0,Comedy,movie,,
Men at Work,5.695,394,en,1990-08-24,98.0,9000000.0,16200000.0,Crime,movie,,
DuckTales: The Movie - Treasure of the Lost Lamp,6.7,894,en,1990-08-03,74.0,20000000.0,18115724.0,Adventure,movie,,
DuckTales: The Movie - Treasure of the Lost Lamp,6.7,894,en,1990-08-03,74.0,20000000.0,18115724.0,Animation,movie,,
DuckTales: The Movie - Treasure of the Lost Lamp,6.7,894,en,1990-08-03,74.0,20000000.0,18115724.0,Family,movie,,
DuckTales: The Movie - Treasure of the Lost Lamp,6.7,894,en,1990-08-03,74.0,20000000.0,18115724.0,Comedy,movie,,
DuckTales: The Movie - Treasure of the Lost Lamp,6.7,894,en,1990-08-03,74.0,20000000.0,18115724.0,Fantasy,movie,,
Young Guns II,6.501,555,en,1990-08-01,104.0,20000000.0,59000000.0,Western,movie,,
Young Guns II,6.501,555,en,1990-08-01,104.0,20000000.0,59000000.0,Adventure,movie,,
Blue Steel,5.819,423,en,1990-03-16,102.0,0.0,8217997.0,Thriller,movie,,
Tiger Cage II,6.971,35,cn,1990-08-11,96.0,0.0,818645.0,Action,movie,,
Tiger Cage II,6.971,35,cn,1990-08-11,96.0,0.0,818645.0,Crime,movie,,
Encounters of the Spooky Kind II,5.4,18,cn,1990-02-09,100.0,0.0,0.0,Action,movie,,
Encounters of the Spooky Kind II,5.4,18,cn,1990-02-09,100.0,0.0,0.0,Comedy,movie,,
Encounters of the Spooky Kind II,5.4,18,cn,1990-02-09,100.0,0.0,0.0,Fantasy,movie,,
Encounters of the Spooky Kind II,5.4,18,cn,1990-02-09,100.0,0.0,0.0,Horror,movie,,
The Grifters,6.5,434,en,1990-08-08,110.0,0.0,13446769.0,Crime,movie,,
The Grifters,6.5,434,en,1990-08-08,110.0,0.0,13446769.0,Drama,movie,,
A Wind Named Amnesia,5.795,44,ja,1990-12-22,80.0,0.0,0.0,Animation,movie,,
A Wind Named Amnesia,5.795,44,ja,1990-12-22,80.0,0.0,0.0,Drama,movie,,
A Wind Named Amnesia,5.795,44,ja,1990-12-22,80.0,0.0,0.0,Science Fiction,movie,,
Spanish Actress for Russian Minister,5.7,3,ru,1990-01-25,100.0,0.0,0.0,Comedy,movie,,
Henry & June,6.1,201,en,1990-09-28,136.0,0.0,11567449.0,Romance,movie,,
Quick Change,6.69,386,en,1990-07-13,89.0,15000000.0,15260154.0,Comedy,movie,,
Quick Change,6.69,386,en,1990-07-13,89.0,15000000.0,15260154.0,Crime,movie,,
House Party,6.38,241,en,1990-01-20,105.0,2500000.0,26385628.0,Comedy,movie,,
Air America,5.828,608,en,1990-08-10,112.0,35000000.0,57661269.0,Action,movie,,
Air America,5.828,608,en,1990-08-10,112.0,35000000.0,57661269.0,Adventure,movie,,
Air America,5.828,608,en,1990-08-10,112.0,35000000.0,57661269.0,Comedy,movie,,
Air America,5.828,608,en,1990-08-10,112.0,35000000.0,57661269.0,Drama,movie,,
Nightbreed,6.377,487,en,1990-02-16,121.0,11000000.0,8862354.0,Horror,movie,,
Nightbreed,6.377,487,en,1990-02-16,121.0,11000000.0,8862354.0,Fantasy,movie,,
Nightbreed,6.377,487,en,1990-02-16,121.0,11000000.0,8862354.0,Action,movie,,
Memphis Belle,6.719,395,en,1990-09-07,107.0,23000000.0,0.0,Drama,movie,,
Memphis Belle,6.719,395,en,1990-09-07,107.0,23000000.0,0.0,War,movie,,
Memphis Belle,6.719,395,en,1990-09-07,107.0,23000000.0,0.0,Action,movie,,
Arachnophobia,6.433,1430,en,1990-07-20,109.0,31000000.0,53200000.0,Comedy,movie,,
Arachnophobia,6.433,1430,en,1990-07-20,109.0,31000000.0,53200000.0,Horror,movie,,
Ju Dou,7.2,164,zh,1990-04-21,95.0,0.0,0.0,Drama,movie,,
Dark Angel,5.941,331,en,1990-01-26,91.0,7000000.0,9200000.0,Action,movie,,
Dark Angel,5.941,331,en,1990-01-26,91.0,7000000.0,9200000.0,Thriller,movie,,
Dark Angel,5.941,331,en,1990-01-26,91.0,7000000.0,9200000.0,Science Fiction,movie,,
Dark Angel,5.941,331,en,1990-01-26,91.0,7000000.0,9200000.0,Crime,movie,,
Dark Angel,5.941,331,en,1990-01-26,91.0,7000000.0,9200000.0,Horror,movie,,
A Chinese Ghost Story II,6.7,126,cn,1990-07-13,104.0,0.0,0.0,Fantasy,movie,,
A Chinese Ghost Story II,6.7,126,cn,1990-07-13,104.0,0.0,0.0,Action,movie,,
A Chinese Ghost Story II,6.7,126,cn,1990-07-13,104.0,0.0,0.0,Comedy,movie,,
White Palace,6.1,145,en,1990-10-19,103.0,0.0,17487531.0,Drama,movie,,
White Palace,6.1,145,en,1990-10-19,103.0,0.0,17487531.0,Romance,movie,,
Heaven and Earth,6.2,16,ja,1990-11-24,104.0,0.0,0.0,Drama,movie,,
Heaven and Earth,6.2,16,ja,1990-11-24,104.0,0.0,0.0,History,movie,,
Heaven and Earth,6.2,16,ja,1990-11-24,104.0,0.0,0.0,War,movie,,
Lethal Panther,5.8,14,zh,1990-12-21,90.0,0.0,0.0,Action,movie,,
Lethal Panther,5.8,14,zh,1990-12-21,90.0,0.0,0.0,Thriller,movie,,
Pantyhose Hero,6.0,13,cn,1990-08-08,98.0,0.0,0.0,Comedy,movie,,
Pantyhose Hero,6.0,13,cn,1990-08-08,98.0,0.0,0.0,Action,movie,,
Pantyhose Hero,6.0,13,cn,1990-08-08,98.0,0.0,0.0,Crime,movie,,
Beauty and the Beast,7.731,10182,en,1991-10-22,84.0,25000000.0,424967620.0,Romance,movie,,
Beauty and the Beast,7.731,10182,en,1991-10-22,84.0,25000000.0,424967620.0,Family,movie,,
Beauty and the Beast,7.731,10182,en,1991-10-22,84.0,25000000.0,424967620.0,Animation,movie,,
Beauty and the Beast,7.731,10182,en,1991-10-22,84.0,25000000.0,424967620.0,Fantasy,movie,,
Terminator 2: Judgment Day,8.127,13373,en,1991-07-03,137.0,102000000.0,520000000.0,Action,movie,,
Terminator 2: Judgment Day,8.127,13373,en,1991-07-03,137.0,102000000.0,520000000.0,Thriller,movie,,
Terminator 2: Judgment Day,8.127,13373,en,1991-07-03,137.0,102000000.0,520000000.0,Science Fiction,movie,,
Hook,6.836,5426,en,1991-04-10,141.0,70000000.0,300854823.0,Adventure,movie,,
Hook,6.836,5426,en,1991-04-10,141.0,70000000.0,300854823.0,Fantasy,movie,,
Hook,6.836,5426,en,1991-04-10,141.0,70000000.0,300854823.0,Comedy,movie,,
Hook,6.836,5426,en,1991-04-10,141.0,70000000.0,300854823.0,Family,movie,,
Point Break,7.164,3693,en,1991-07-12,122.0,24000000.0,83531958.0,Action,movie,,
Point Break,7.164,3693,en,1991-07-12,122.0,24000000.0,83531958.0,Thriller,movie,,
Point Break,7.164,3693,en,1991-07-12,122.0,24000000.0,83531958.0,Crime,movie,,
Paprika,7.112,536,it,1991-02-13,116.0,0.0,0.0,Drama,movie,,
The Addams Family,7.058,4719,en,1991-11-22,100.0,30000000.0,191502426.0,Comedy,movie,,
The Addams Family,7.058,4719,en,1991-11-22,100.0,30000000.0,191502426.0,Fantasy,movie,,
Thelma & Louise,7.597,3601,en,1991-05-24,130.0,16000000.0,45361000.0,Drama,movie,,
Thelma & Louise,7.597,3601,en,1991-05-24,130.0,16000000.0,45361000.0,Thriller,movie,,
Thelma & Louise,7.597,3601,en,1991-05-24,130.0,16000000.0,45361000.0,Crime,movie,,
Thelma & Louise,7.597,3601,en,1991-05-24,130.0,16000000.0,45361000.0,Adventure,movie,,
The Naked Gun 2½: The Smell of Fear,6.802,2358,en,1991-06-28,85.0,23000000.0,192030411.0,Comedy,movie,,
The Naked Gun 2½: The Smell of Fear,6.802,2358,en,1991-06-28,85.0,23000000.0,192030411.0,Crime,movie,,
The Flesh,5.7,59,it,1991-05-09,90.0,0.0,0.0,Drama,movie,,
The Flesh,5.7,59,it,1991-05-09,90.0,0.0,0.0,Romance,movie,,
Robin Hood: Prince of Thieves,6.861,3366,en,1991-06-14,143.0,48000000.0,390493908.0,Action,movie,,
Robin Hood: Prince of Thieves,6.861,3366,en,1991-06-14,143.0,48000000.0,390493908.0,Adventure,movie,,
Robin Hood: Prince of Thieves,6.861,3366,en,1991-06-14,143.0,48000000.0,390493908.0,Drama,movie,,
Neo Chinpira 2: Zoom Goes the Bullet,0.0,0,ja,1991-04-12,93.0,0.0,0.0,,movie,,
Hot Shots!,6.6,2256,en,1991-07-31,85.0,26000000.0,181096164.0,Action,movie,,
Hot Shots!,6.6,2256,en,1991-07-31,85.0,26000000.0,181096164.0,Comedy,movie,,
Hot Shots!,6.6,2256,en,1991-07-31,85.0,26000000.0,181096164.0,War,movie,,
Chikan Densha: OL Kando Kurabe,5.406,16,ja,1991-06-21,60.0,0.0,0.0,,movie,,
JFK,7.596,2212,en,1991-12-20,188.0,40000000.0,205405498.0,Drama,movie,,
JFK,7.596,2212,en,1991-12-20,188.0,40000000.0,205405498.0,Thriller,movie,,
JFK,7.596,2212,en,1991-12-20,188.0,40000000.0,205405498.0,History,movie,,
Dragon Ball Z: Lord Slug,6.483,548,ja,1991-03-19,52.0,0.0,15218214.0,Action,movie,,
Dragon Ball Z: Lord Slug,6.483,548,ja,1991-03-19,52.0,0.0,15218214.0,Animation,movie,,
Dragon Ball Z: Lord Slug,6.483,548,ja,1991-03-19,52.0,0.0,15218214.0,Science Fiction,movie,,
Father of the Bride,6.457,1393,en,1991-12-20,105.0,20000000.0,89325780.0,Comedy,movie,,
Father of the Bride,6.457,1393,en,1991-12-20,105.0,20000000.0,89325780.0,Romance,movie,,
My Girl,7.396,2154,en,1991-11-27,103.0,17000000.0,59490000.0,Comedy,movie,,
My Girl,7.396,2154,en,1991-11-27,103.0,17000000.0,59490000.0,Drama,movie,,
Dragon Ball Z: Cooler's Revenge,7.001,696,ja,1991-07-20,48.0,0.0,16331742.0,Action,movie,,
Dragon Ball Z: Cooler's Revenge,7.001,696,ja,1991-07-20,48.0,0.0,16331742.0,Animation,movie,,
Dragon Ball Z: Cooler's Revenge,7.001,696,ja,1991-07-20,48.0,0.0,16331742.0,Science Fiction,movie,,
Not Without My Daughter,6.618,305,en,1991-01-11,116.0,0.0,14789113.0,Drama,movie,,
Not Without My Daughter,6.618,305,en,1991-01-11,116.0,0.0,14789113.0,Thriller,movie,,
Big Breasts Sucking,3.0,2,ja,1991-12-21,60.0,0.0,0.0,,movie,,
Fried Green Tomatoes,7.702,1392,en,1991-12-27,130.0,11000000.0,119418501.0,Drama,movie,,
Fried Green Tomatoes,7.702,1392,en,1991-12-27,130.0,11000000.0,119418501.0,Comedy,movie,,
Operation Condor,7.354,579,cn,1991-02-07,107.0,15000000.0,24100000.0,Action,movie,,
Operation Condor,7.354,579,cn,1991-02-07,107.0,15000000.0,24100000.0,Adventure,movie,,
Operation Condor,7.354,579,cn,1991-02-07,107.0,15000000.0,24100000.0,Crime,movie,,
Operation Condor,7.354,579,cn,1991-02-07,107.0,15000000.0,24100000.0,Thriller,movie,,
The Man in the Moon,7.4,321,en,1991-09-30,99.0,1237669.0,2853801.0,Drama,movie,,
The Man in the Moon,7.4,321,en,1991-09-30,99.0,1237669.0,2853801.0,Family,movie,,
The Man in the Moon,7.4,321,en,1991-09-30,99.0,1237669.0,2853801.0,Romance,movie,,
Child's Play 3,5.879,1644,en,1991-08-30,90.0,13000000.0,20560255.0,Horror,movie,,
Child's Play 3,5.879,1644,en,1991-08-30,90.0,13000000.0,20560255.0,Thriller,movie,,
The Last Boy Scout,6.827,1984,en,1991-12-13,105.0,29000000.0,59500000.0,Action,movie,,
The Last Boy Scout,6.827,1984,en,1991-12-13,105.0,29000000.0,59500000.0,Thriller,movie,,
Cape Fear,7.257,3541,en,1991-11-13,128.0,35000000.0,182300000.0,Drama,movie,,
Cape Fear,7.257,3541,en,1991-11-13,128.0,35000000.0,182300000.0,Crime,movie,,
Cape Fear,7.257,3541,en,1991-11-13,128.0,35000000.0,182300000.0,Thriller,movie,,
Only Yesterday,7.378,1155,ja,1991-07-20,119.0,0.0,473110.0,Animation,movie,,
Only Yesterday,7.378,1155,ja,1991-07-20,119.0,0.0,473110.0,Drama,movie,,
Only Yesterday,7.378,1155,ja,1991-07-20,119.0,0.0,473110.0,Romance,movie,,
Return to the Blue Lagoon,6.2,1200,en,1991-08-02,98.0,11000000.0,2807854.0,Adventure,movie,,
Return to the Blue Lagoon,6.2,1200,en,1991-08-02,98.0,11000000.0,2807854.0,Drama,movie,,
Double Impact,6.181,1119,en,1991-07-31,110.0,15000000.0,30102717.0,Thriller,movie,,
Double Impact,6.181,1119,en,1991-07-31,110.0,15000000.0,30102717.0,Action,movie,,
Double Impact,6.181,1119,en,1991-07-31,110.0,15000000.0,30102717.0,Crime,movie,,
Double Impact,6.181,1119,en,1991-07-31,110.0,15000000.0,30102717.0,Drama,movie,,
Erotic Ghost Story II,5.0,27,cn,1991-01-23,96.0,0.0,0.0,Horror,movie,,
Erotic Ghost Story II,5.0,27,cn,1991-01-23,96.0,0.0,0.0,Fantasy,movie,,
Bingo,5.0,94,en,1991-08-09,90.0,10000000.0,8667684.0,Action,movie,,
Bingo,5.0,94,en,1991-08-09,90.0,10000000.0,8667684.0,Adventure,movie,,
Bingo,5.0,94,en,1991-08-09,90.0,10000000.0,8667684.0,Comedy,movie,,
Bingo,5.0,94,en,1991-08-09,90.0,10000000.0,8667684.0,Family,movie,,
The Golden Lotus: Love and Desire,6.656,48,zh,1991-05-09,95.0,0.0,0.0,Drama,movie,,
The Golden Lotus: Love and Desire,6.656,48,zh,1991-05-09,95.0,0.0,0.0,Romance,movie,,
A Brighter Summer Day,8.315,340,zh,1991-07-27,237.0,0.0,0.0,Crime,movie,,
A Brighter Summer Day,8.315,340,zh,1991-07-27,237.0,0.0,0.0,Drama,movie,,
A Brighter Summer Day,8.315,340,zh,1991-07-27,237.0,0.0,0.0,Romance,movie,,
Robotrix,5.9,36,cn,1991-05-31,98.0,0.0,0.0,Action,movie,,
Robotrix,5.9,36,cn,1991-05-31,98.0,0.0,0.0,Comedy,movie,,
Robotrix,5.9,36,cn,1991-05-31,98.0,0.0,0.0,Crime,movie,,
Robotrix,5.9,36,cn,1991-05-31,98.0,0.0,0.0,Romance,movie,,
Robotrix,5.9,36,cn,1991-05-31,98.0,0.0,0.0,Science Fiction,movie,,
Robotrix,5.9,36,cn,1991-05-31,98.0,0.0,0.0,Thriller,movie,,
Boyz n the Hood,7.629,2081,en,1991-07-12,112.0,6500000.0,57504069.0,Crime,movie,,
Boyz n the Hood,7.629,2081,en,1991-07-12,112.0,6500000.0,57504069.0,Drama,movie,,
Once Upon a Time in China,7.149,437,cn,1991-08-15,133.0,0.0,3826459.0,Action,movie,,
Once Upon a Time in China,7.149,437,cn,1991-08-15,133.0,0.0,3826459.0,Drama,movie,,
Billy Bathgate,5.804,225,en,1991-11-01,106.0,48000000.0,15565363.0,Crime,movie,,
The Raffle,6.7,176,it,1991-11-15,93.0,0.0,0.0,Drama,movie,,
Raise the Red Lantern,7.926,739,zh,1991-12-18,125.0,1000000.0,16600000.0,Drama,movie,,
Career Opportunities,6.897,690,en,1991-03-29,83.0,6000000.0,11336986.0,Romance,movie,,
Career Opportunities,6.897,690,en,1991-03-29,83.0,6000000.0,11336986.0,Comedy,movie,,
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.2,1171,en,1991-03-22,88.0,25000000.0,78656813.0,Science Fiction,movie,,
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.2,1171,en,1991-03-22,88.0,25000000.0,78656813.0,Adventure,movie,,
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.2,1171,en,1991-03-22,88.0,25000000.0,78656813.0,Action,movie,,
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.2,1171,en,1991-03-22,88.0,25000000.0,78656813.0,Comedy,movie,,
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.2,1171,en,1991-03-22,88.0,25000000.0,78656813.0,Family,movie,,
Mashenka,0.0,0,ru,1991-05-12,76.0,0.0,0.0,TV Movie,movie,,
Mashenka,0.0,0,ru,1991-05-12,76.0,0.0,0.0,Drama,movie,,
Backdraft,6.668,1466,en,1991-05-24,137.0,75000000.0,152368585.0,Drama,movie,,
Backdraft,6.668,1466,en,1991-05-24,137.0,75000000.0,152368585.0,Thriller,movie,,
Backdraft,6.668,1466,en,1991-05-24,137.0,75000000.0,152368585.0,Action,movie,,
Backdraft,6.668,1466,en,1991-05-24,137.0,75000000.0,152368585.0,Crime,movie,,
Una donna per tutti,4.0,4,it,1991-03-30,81.0,0.0,0.0,Drama,movie,,
Trinetra,9.5,2,hi,1991-07-26,0.0,0.0,0.0,Action,movie,,
Sleeping with the Enemy,6.487,1132,en,1991-01-13,99.0,19000000.0,175000000.0,Drama,movie,,
Sleeping with the Enemy,6.487,1132,en,1991-01-13,99.0,19000000.0,175000000.0,Crime,movie,,
Sleeping with the Enemy,6.487,1132,en,1991-01-13,99.0,19000000.0,175000000.0,Thriller,movie,,
Freddy's Dead: The Final Nightmare,5.3,1381,en,1991-09-05,89.0,10000000.0,34872033.0,Horror,movie,,
Freddy's Dead: The Final Nightmare,5.3,1381,en,1991-09-05,89.0,10000000.0,34872033.0,Thriller,movie,,
The Silence of the Lambs,8.347,16876,en,1991-02-14,119.0,19000000.0,272742922.0,Crime,movie,,
The Silence of the Lambs,8.347,16876,en,1991-02-14,119.0,19000000.0,272742922.0,Drama,movie,,
The Silence of the Lambs,8.347,16876,en,1991-02-14,119.0,19000000.0,272742922.0,Thriller,movie,,
Hudson Hawk,5.699,1037,en,1991-05-23,100.0,65000000.0,17218080.0,Action,movie,,
Hudson Hawk,5.699,1037,en,1991-05-23,100.0,65000000.0,17218080.0,Adventure,movie,,
Hudson Hawk,5.699,1037,en,1991-05-23,100.0,65000000.0,17218080.0,Comedy,movie,,
The Rocketeer,6.466,964,en,1991-06-21,108.0,42000000.0,46704056.0,Action,movie,,
The Rocketeer,6.466,964,en,1991-06-21,108.0,42000000.0,46704056.0,Adventure,movie,,
The Rocketeer,6.466,964,en,1991-06-21,108.0,42000000.0,46704056.0,Science Fiction,movie,,
The Rocketeer,6.466,964,en,1991-06-21,108.0,42000000.0,46704056.0,Family,movie,,
My Own Private Idaho,7.065,1154,en,1991-02-01,104.0,2500000.0,6400000.0,Drama,movie,,
"Ranma 1/2 the Movie: Big Trouble in Nekonron, China",7.206,107,ja,1991-11-02,74.0,0.0,0.0,Animation,movie,,
"Ranma 1/2 the Movie: Big Trouble in Nekonron, China",7.206,107,ja,1991-11-02,74.0,0.0,0.0,Comedy,movie,,
"Ranma 1/2 the Movie: Big Trouble in Nekonron, China",7.206,107,ja,1991-11-02,74.0,0.0,0.0,Action,movie,,
"Ranma 1/2 the Movie: Big Trouble in Nekonron, China",7.206,107,ja,1991-11-02,74.0,0.0,0.0,Romance,movie,,
"Ranma 1/2 the Movie: Big Trouble in Nekonron, China",7.206,107,ja,1991-11-02,74.0,0.0,0.0,Adventure,movie,,
The Doors,7.123,1487,en,1991-03-01,140.0,38000000.0,34416893.0,Music,movie,,
The Doors,7.123,1487,en,1991-03-01,140.0,38000000.0,34416893.0,Drama,movie,,
The Doors,7.123,1487,en,1991-03-01,140.0,38000000.0,34416893.0,History,movie,,
An American Tail: Fievel Goes West,6.316,748,en,1991-11-21,75.0,0.0,40766041.0,Animation,movie,,
An American Tail: Fievel Goes West,6.316,748,en,1991-11-21,75.0,0.0,40766041.0,Family,movie,,
An American Tail: Fievel Goes West,6.316,748,en,1991-11-21,75.0,0.0,40766041.0,Western,movie,,
An American Tail: Fievel Goes West,6.316,748,en,1991-11-21,75.0,0.0,40766041.0,Adventure,movie,,
An American Tail: Fievel Goes West,6.316,748,en,1991-11-21,75.0,0.0,40766041.0,Comedy,movie,,
Out for Justice,6.1,453,en,1991-04-12,91.0,14000000.0,39673161.0,Action,movie,,
Out for Justice,6.1,453,en,1991-04-12,91.0,14000000.0,39673161.0,Crime,movie,,
Out for Justice,6.1,453,en,1991-04-12,91.0,14000000.0,39673161.0,Drama,movie,,
Out for Justice,6.1,453,en,1991-04-12,91.0,14000000.0,39673161.0,Thriller,movie,,
Riki-Oh: The Story of Ricky,6.8,338,cn,1991-10-05,92.0,0.0,0.0,Action,movie,,
Riki-Oh: The Story of Ricky,6.8,338,cn,1991-10-05,92.0,0.0,0.0,Crime,movie,,
Riki-Oh: The Story of Ricky,6.8,338,cn,1991-10-05,92.0,0.0,0.0,Comedy,movie,,
Riki-Oh: The Story of Ricky,6.8,338,cn,1991-10-05,92.0,0.0,0.0,Thriller,movie,,
Star Trek VI: The Undiscovered Country,7.032,1308,en,1991-12-06,110.0,27000000.0,96888996.0,Science Fiction,movie,,
Star Trek VI: The Undiscovered Country,7.032,1308,en,1991-12-06,110.0,27000000.0,96888996.0,Action,movie,,
Star Trek VI: The Undiscovered Country,7.032,1308,en,1991-12-06,110.0,27000000.0,96888996.0,Adventure,movie,,
Star Trek VI: The Undiscovered Country,7.032,1308,en,1991-12-06,110.0,27000000.0,96888996.0,Thriller,movie,,
Tricky Brains,7.0,79,cn,1991-02-02,110.0,0.0,0.0,Comedy,movie,,
Delicatessen,7.299,1510,fr,1991-04-17,99.0,4000000.0,1794187.0,Comedy,movie,,
Delicatessen,7.299,1510,fr,1991-04-17,99.0,4000000.0,1794187.0,Science Fiction,movie,,
