id,title,rating,votes,genre_ids,language,release_date,runtime,budget,revenue,popularity,overview,production_countries,production_companies,director,main_actors,source_category,type
6623,The Peacemaker,6.043,1040,"[28, 53]",en,1997-09-26,124,50000000,110463140,5.3095,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",['United States of America'],['DreamWorks Pictures'],Mimi Leder,"['George Clooney', 'Nicole Kidman', 'Marcel Iureș', 'Aleksandr Baluev', 'Rene Medvešek']",revenue.desc_1997,movie
4824,The Jackal,6.379,1965,"[28, 53, 12, 80]",en,1997-11-14,124,60000000,159300000,5.2652,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terroris","['Canada', 'France', 'Germany', 'Japan', 'United Kingdom', 'United States of America']","['Universal Pictures', 'Mutual Film Company', 'Alphaville Films']",Michael Caton-Jones,"['Bruce Willis', 'Richard Gere', 'Sidney Poitier', 'Diane Venora', 'J.K. Simmons']",vote_count.desc_1997,movie
13313,Beauty and the Beast: The Enchanted Christmas,6.2,1048,"[16, 10751, 14]",en,1997-11-11,72,0,0,4.9596,"Astonished to find the Beast has a deep-seeded hatred for the Christmas season, Belle endeavors to change his mind on the matter.","['Canada', 'United States of America']",['Disney Television Animation'],Andrew Knight,"[""Paige O'Hara"", 'Robby Benson', 'Jerry Orbach', 'David Ogden Stiers', 'Bernadette Peters']",genre_10751_1997,movie
9714,Home Alone 3,5.273,3094,"[35, 10751]",en,1997-12-12,102,32000000,79082515,4.9527,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",['United States of America'],"['20th Century Fox', 'Hughes Entertainment']",Raja Gosnell,"['Alex D. Linz', 'Olek Krupa', 'Rya Kihlstedt', 'Lenny Von Dohlen', 'David Thornton']",vote_count.desc_1997,movie
2118,L.A. Confidential,7.798,5146,"[80, 9648, 53, 18]",en,1997-09-19,138,35000000,126216940,4.7091,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,['United States of America'],"['Regency Enterprises', 'Warner Bros. Pictures', 'Wolper Organization']",Curtis Hanson,"['Kevin Spacey', 'Russell Crowe', 'Guy Pearce', 'James Cromwell', 'Kim Basinger']",vote_count.desc_1997,movie
18095,Dragon Ball GT: A Hero's Legacy,6.719,350,"[12, 28, 16, 878]",ja,1997-03-26,45,0,0,4.6594,"Son Goku Jr. is the great-great-grandson of the legendary martial artist Son Goku. However, unlike his predecessor he's not a brave fighter. He's constantly picked on by school bullies, his grandmother Pan sees this and she's worried, but even though Goku Jr. is not a strong and powerful Saiyan, he ",['Japan'],"['Toei Animation', 'Funimation Global Group']",Osamu Kasai,"['Masako Nozawa', 'Yuko Minaguchi', 'Shin Aomori', 'Kazuyuki Sogabe', 'Miki Ito']",popularity.desc_1997,movie
4995,Boogie Nights,7.631,3268,[18],en,1997-10-10,156,15000000,43101594,4.5854,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of m",['United States of America'],"['New Line Cinema', 'Lawrence Gordon Productions', 'Ghoulardi Film Company']",Paul Thomas Anderson,"['Mark Wahlberg', 'Burt Reynolds', 'Julianne Moore', 'John C. Reilly', 'Heather Graham']",vote_count.desc_1997,movie
21334,Children of Heaven,7.908,654,"[18, 10751]",fa,1997-08-01,88,180000,925402,4.4523,"Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes. School awaits.",['Iran'],['Kanoon'],Majid Majidi,"['Amir Farrokh Hashemian', 'Bahare Seddiqi', 'Nafise Jafar-Mohammadi', 'Reza Naji', 'Fereshte Sarabandi']",vote_average.desc_1997,movie
2898,As Good as It Gets,7.392,3880,"[18, 35, 10749]",en,1997-12-19,139,50000000,314178011,4.3809,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is brutally attacked and hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, th",['United States of America'],"['TriStar Pictures', 'Gracie Films']",James L. Brooks,"['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear', 'Cuba Gooding Jr.', 'Shirley Knight']",vote_count.desc_1997,movie
10622,Mr. Nice Guy,6.528,692,"[80, 28, 35]",cn,1997-01-31,95,12700000,18800000,4.3765,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,['Hong Kong'],"['Orange Sky Golden Harvest', 'New Line Cinema']",Sammo Hung Kam-Bo,"['Jackie Chan', 'Richard Norton', 'Miki Lee', 'Karen McLymont', 'Gabrielle Fitzpatrick']",popularity.desc_1997,movie
21832,Neon Genesis Evangelion: Death and Rebirth,7.378,460,"[16, 18, 878]",ja,1997-03-15,101,0,15877,4.3476,"Originally a collection of clips from the Neon Genesis Evangelion TV series, Death was created as a precursor to the re-worked ending of the series. Rebirth was intended as that re-worked ending, but after production overruns Rebirth became only the first half of the first part of The End of Evangel",['Japan'],"['GAINAX', 'Production I.G']",Hideaki Anno,"['Megumi Ogata', 'Megumi Hayashibara', 'Yuko Miyamura', 'Kotono Mitsuishi', 'Fumihiko Tachiki']",popularity.desc_1997,movie
292268,Vajont 9 ottobre '63,9.3,15,"[99, 36]",it,1997-10-09,139,0,0,0.0689,,['Italy'],[],,['Marco Paolini'],vote_average.desc_1997,movie
243468,The World According to Tippi,9.0,13,[99],fr,1997-01-01,54,0,0,0.3115,"Tippi is no ordinary child. She believes that she has the gift of talking to animals and that they are like brothers to her. 'I speak to them with my mind, or through my eyes, my heart or my soul, and I see that they understand and answer me.' Tippi is the daughter of French filmmakers and wildlife ",[],[],Christian Crye,['Tippi Degré'],vote_average.desc_1997,movie
181574,Flash,8.3,14,"[10751, 18]",en,1997-12-21,90,0,0,0.5805,"A boy falls in love with a horse named Flash that's for sale. He gets a job to earn the money to buy the horse, but he's forced to sell when the family falls upon hard times.",['United States of America'],[],Simon Wincer,"['Lucas Black', 'Brian Kerwin', 'Tom Nowicki', 'Shawn Toovey', 'Von Coulter']",vote_average.desc_1997,movie
47643,Lilies,8.2,50,"[18, 10749]",en,1997-01-29,96,0,0,1.1029,"1952: Bishop Bilodeau visits a prison to hear the confession of Simon, a boyhood friend jailed for murder 40 years ago. However, once there, Bilodeau finds himself forced to watch a play put on by Simon and the other inmates depicting the two men's youths. As the play progresses, the tragic truth of",['Canada'],"['Galafilm', 'Alliance Films', 'Triptych Media']",John Greyson,"['Brent Carver', 'Marcel Sabourin', 'Aubert Pallascio', 'Jason Cadieux', 'Matthew Ferguson']",vote_average.desc_1997,movie
37793,Ghosts,8.0,261,"[10402, 27]",en,1997-09-04,39,0,0,0.7317,"In the town of Normal Valley, an eccentric magician named Maestro entertains the local children every day in his spooky mansion. One stormy night, the town's mayor leads a group of angry citizens to the mansion in an attempt to run Maestro out of town.",['United States of America'],['Optimum Productions'],Stan Winston,"['Michael Jackson', 'Pat Dade', 'Amy Smallman', 'Edwina Moore', 'Yasiin Bey']",vote_average.desc_1997,movie
38286,Three Men and a Leg,8.0,2098,[35],it,1997-12-27,98,0,0,1.1583,"Friends Aldo, Giovanni, and Giacomo travel from north to south for Giacomo's wedding: the father of the bride, a tyrannical rich man who is both their boss and father-in-law—since Aldo and Giovanni have also married into the family—has entrusted them with a costly piece of modern art, one that looks",['Italy'],"['Rodeo Drive', 'A.Gi.Di.', 'Medusa Film']",Aldo Baglio,"['Aldo Baglio', 'Giovanni Storti', 'Giacomo Poretti', 'Marina Massironi', 'Carlo Croccolo']",vote_count.desc_1997,movie
287699,"Salserin, the First Time",7.9,17,"[10402, 18, 35]",es,1997-02-05,90,0,0,0.1769,"Salserín, la primera vez, candidly recounts a story of teenage love framed in the genesis of a salsa band that was once  a musical phenomenon in the mid-nineties.",['Venezuela'],['La Primera Vez Producciones'],Luis Alberto Lamata,"['Daniel Lugo', 'Fedra López', 'Daniela Alvarado', 'Eileen Abad', 'Servando Primera']",vote_average.desc_1997,movie
196942,Destiny,7.75,14,"[18, 10749]",fr,1997-05-27,87,0,0,0.4351,"Though gay-themed stories about ""coming out"" and accepting one's sexuality are not uncommon in Western countries, such tales are still rare in many conservative African nations. Considered a ground-breaking film in its native Guinea, and filmed amidst a storm of controversy, Mohamed Camara's Dakan i","['France', 'Guinea']","['Film Du 20ème Créations Cinématographiques', 'La Sept Cinéma', 'CNC']",Mohamed Camara,"['Mamady Mory Camara', 'Aboubacar Touré', 'Koumba Diakite', 'Cécile Bois', 'Kadé Seck']",vote_average.desc_1997,movie
17671,Fleetwood Mac: The Dance,7.8,12,"[10402, 99]",en,1997-08-12,90,0,0,0.6452,"Recorded live at Warner Brothers Studios in Burbank, over May 22-24 of 1997, Fleetwood Mac performs their greatest hits – including the classics 'Rhiannon', 'Everywhere', 'Dreams', 'Don't Stop' and 'Landslide' – and several new songs.",['United States of America'],['MTV Concerts'],Bruce Gowers,"['Lindsey Buckingham', 'Christine McVie', 'Mick Fleetwood', 'Stevie Nicks', 'John McVie']",vote_average.desc_1997,movie
31413,Innocence,7.748,113,[18],tr,1997-10-24,110,0,0,0.5425,"Yusuf is released from prison after serving a ten year sentence. Because of unexpected problems at his sister’s house, he finds himself in a cheap hotel where he meets a man, a woman, and a child who will change his life in unexpected ways…",['Turkey'],['Mavi Film'],Zeki Demirkubuz,"['Haluk Bilginer', 'Derya Alabora', 'Güven Kıraç', 'Nihal Koldaş', 'Ümit Çırak']",vote_average.desc_1997,movie
240123,Living the Utopia,7.727,11,"[99, 36]",es,1997-11-08,96,0,0,0.1151,A retrospective look at the anarcho-syndicalist and anarcho-communist experience in Spain from 1930 until the end of the Civil War in 1939.,['Spain'],['TVE'],Juan A. Gamero,"['Maribel Sánchez-Maroto', 'Manuel Carvajal']",vote_average.desc_1997,movie
29581,Bill Bailey: Cosmic Jam,7.7,11,[35],en,1997-01-01,83,0,0,0.1383,One night from his 1996 Cosmic Jam tour at the Bloomsbury in London in which Bill explains the seminal influence of cockney knees-up music upon classical composers through the ages and takes a shot at Bryan Adams.,['United Kingdom'],['Talent Television'],John Kaye Cooper,['Bill Bailey'],vote_average.desc_1997,movie
16052,Selena,7.726,1249,"[18, 10402, 36]",en,1997-03-21,127,20000000,60000000,3.7133,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of h",['United States of America'],"['Esparza / Katz Productions', 'Q Productions']",Gregory Nava,"['Jennifer Lopez', 'Jackie Guerra', 'Constance Marie', 'Alex Meneses', 'Jon Seda']",genre_10402_1997,movie
202253,Voices Through Time,7.7,28,"[18, 99]",it,1997-11-12,85,0,0,0.2159,"The passing of the seasons in the Mantua town of Castellaro follows the seasons of the life of its inhabitants. Thus, alongside the games of childhood, the first disappointments, the dances in the farmyard, the thwarted loves, the happy weddings and the nostalgia for the youth that fades away, life ",['Italy'],"['La Presidenza del Consiglio dei Ministri', 'Zefiro', 'Cooperativa Immaginazione']",Franco Piavoli,"['Patrizio Girardi', 'Emanuela Cobelli', 'Laura Carnevali', 'Alberto Crosato', 'Mario Piavoli']",vote_average.desc_1997,movie
34508,George Carlin: 40 Years of Comedy,7.712,26,"[99, 35, 10770]",en,1997-02-28,59,0,0,0.2187,"George Carlin celebrates 40 years of comedy and here, he presents 2 new standup bits, comedian Jon Stewart gives an interview with him, and we look at his old comedy work through the last 4 decades.",['United States of America'],"['Cable Stuff Productions', 'HBO']",Rocco Urbisci,"['George Carlin', 'Jon Stewart']",vote_average.desc_1997,movie
68167,"Stolen Women, Captured Hearts",7.7,45,"[37, 18, 10749, 10770]",en,1997-01-16,87,0,0,0.5307,"Kansas, 1868. A wagon train is attacked by a band of Lakota Sioux led by the young and athletic warrior Tokalah. The attractive, red haired Anna Brewster-Morgan and her friend Sarah White are on this wagon train too. When Tokalah noticed a terrified Anna with a Bible, he thinks this is an omen. Desp",['United States of America'],['CBS Productions'],Jerry London,"['Janine Turner', 'Jean Louisa Kelly', 'Michael Greyeyes', 'Patrick Bergin', 'William Shockley']",vote_average.desc_1997,movie
5910,Fireworks,7.7,715,"[80, 18]",ja,1997-10-30,103,0,0,2.2483,"Beleaguered police detective Nishi takes desperate measures to try and set things right in a world gone wrong. With his wife suffering from leukemia and his business partner paralyzed from a brutal gangster attack, Nishi borrows from a yakuza loan shark and then robs a bank to clear his debt.",['Japan'],"['Bandai Visual', 'Office Kitano', 'TV Tokyo']",Takeshi Kitano,"['Takeshi Kitano', 'Kayoko Kishimoto', 'Ren Osugi', 'Susumu Terajima', 'Tetsu Watanabe']",vote_average.desc_1997,movie
56380,Il viaggio della sposa,7.7,15,"[10749, 35, 18, 12]",it,1997-09-05,92,0,0,0.3125,"17th-century noblewoman Porzia leaves the cloister she was raised in to marry, but an ambush leaves her with only humble coachman Bartolo by her side. While venturing into dangerous and unknown lands, the two grow increasingly close despite their opposite backgrounds.",['Italy'],"['Cecchi Gori Group Tiger Cinematografica', 'Thunder Film']",Sergio Rubini,"['Sergio Rubini', 'Giovanna Mezzogiorno', 'Carlo Mucari', 'Franco Javarone', 'Umberto Orsini']",vote_average.desc_1997,movie
158,Knockin' on Heaven's Door,7.698,536,"[35, 80]",de,1997-02-20,88,0,0,1.802,"Two young men, Martin and Rudi, both suffering from terminal cancer, get to know each other in a hospital room. They drown their desperation in tequila and decide to take one last trip to the sea. Drunk and still in pajamas they steal the first fancy car they find, a 60's Mercedes convertible. The c",['Germany'],['Mr. Brown Entertainment'],Thomas Jahn,"['Til Schweiger', 'Jan Josef Liefers', 'Thierry van Werveke', 'Moritz Bleibtreu', 'Huub Stapel']",vote_average.desc_1997,movie
34511,George Carlin: Personal Favorites,7.682,22,"[35, 10770, 99]",en,1997-02-23,60,0,0,0.4114,"After starring in a dozen or so HBO Special Presentations, comedian George Carlin has amassed a substantial body of work in the cable channel's vaults. Personal Favorites is a greatest-hits package, a selection of some of Carlin's best moments on HBO from 1977 to 1998 and, not coincidentally, some o",['United States of America'],"['Cable Stuff Productions', 'Carlin Productions', 'HBO']",Rocco Urbisci,['George Carlin'],vote_average.desc_1997,movie
22140,The Kingdom II,7.67,46,"[35, 18, 14, 27, 9648]",da,1997-11-01,285,0,0,0.4679,"Set in the neurosurgical ward of Copenhagen's Rigshospitalet, the city and country's main hospital, nicknamed ""Riget"", ""Riget"" means ""the realm"" or ""the kingdom"" and leads one to think of ""dødsriget"", the realm of the dead.","['Belgium', 'Denmark', 'France', 'Germany', 'Italy', 'Netherlands', 'Norway', 'Sweden']","['DR', 'Greco', 'La Sept-Arte']",Lars von Trier,"['Ernst-Hugo Järegård', 'Kirsten Rolffes', 'Holger Juul Hansen', 'Søren Pilmark', 'Ghita Nørby']",vote_average.desc_1997,movie
30020,Taste of Cherry,7.7,626,[18],fa,1997-09-28,99,0,0,3.2828,"A middle-aged Tehranian man, Mr. Badii is intent on killing himself and seeks someone to bury him after his demise. Driving around the city, the seemingly well-to-do Badii meets with numerous people, including a Muslim student, asking them to take on the job, but initially he has little luck. Eventu","['Iran', 'France']","['Kanoon', 'Kiarostami Foundation', 'CiBy 2000']",Abbas Kiarostami,"['Homayoun Ershadi', 'Abdolrahman Bagheri', 'Safar Ali Moradi', 'Mir Hossein Noori', 'Elham Imani']",vote_average.desc_1997,movie
12219,12 Angry Men,7.654,394,"[18, 10770]",en,1997-08-17,117,1750000,2000000,2.5691,"During the trial of a man accused of his father's murder, a lone juror takes a stand against the guilty verdict handed down by the others as a result of their preconceptions and prejudices.",['United States of America'],['MGM Television'],William Friedkin,"['Courtney B. Vance', 'Ossie Davis', 'George C. Scott', 'Armin Mueller-Stahl', 'Dorian Harewood']",genre_10770_1997,movie
126996,Marcello Mastroianni: I Remember,7.65,10,[99],it,1997-09-10,198,0,0,0.4572,"In 1996, Marcello Mastroianni talks about life as an actor. It's an anecdotal and philosophical memoir, moving from topic to topic, fully conscious of a man ""of a certain age"" looking back. He tells stories about Fellini and De Sica's direction, of using irony in performances, of constantly working ",['Italy'],"['Cinecittà Studios', 'Istituto Luce Cinecittà', 'Mikado Film']",Anna Maria Tatò,"['Marcello Mastroianni', 'Renato Berta', 'Manoel de Oliveira', 'Diogo Dória', 'Leonor Silveira']",vote_average.desc_1997,movie
13929,Geri's Game,7.642,1159,"[16, 10751, 35]",en,1997-11-24,4,0,0,1.37,"An aging codger named Geri plays a daylong game of chess in the park against himself. Somehow, he begins losing to his livelier opponent. But just when the game's nearly over, Geri manages to turn the tables.",['United States of America'],['Pixar'],Jan Pinkava,['Bob Peterson'],vote_average.desc_1997,movie
396296,The Mad Phoenix,7.6,19,[18],cn,1997-05-15,110,0,0,0.7568,"A Cantonese librettist enjoys immense popularity over the course of decades, followed by decline.",['Hong Kong'],['Golden Harvest Productions'],Clifton Ko Chi-Sum,"['Tse Kwan-Ho', 'Poon Chan-Leung', 'Louisa So Yuk-Wah', 'Elaine Ng Yee-Lei', 'James Wong Jim']",vote_average.desc_1997,movie
48347,The Old Lady and the Pigeons,7.598,61,"[16, 35]",fr,1997-05-27,25,0,0,0.4256,"A starving gendarme, wasting away from hunger, is reduced to grabbing castoff snacks from fat American tourists. When he sees as old woman feeding pigeons, in desperation he hits on the bizarre idea of dressing up as one...","['Canada', 'France', 'Belgium', 'United Kingdom']","['Trans Europe Film', 'Django Films', 'club invest']",Sylvain Chomet,"['James Pidgeon', 'Michoue Sylvain', 'Andrea Usher-Jones']",vote_average.desc_1997,movie
31132,Killer,7.6,159,"[35, 28]",pl,1997-11-17,104,0,0,0.6617,"An innocent cab driver is mistaken for a contract killer and imprisoned. Soon, he is sprung by a mob boss who needs a ""killer"" for a few more jobs.",['Poland'],"['Canal+', 'ITI Cinema', 'Studio Filmowe Zebra']",Juliusz Machulski,"['Cezary Pazura', 'Małgorzata Kożuchowska', 'Jerzy Stuhr', 'Janusz Rewiński', 'Katarzyna Figura']",vote_average.desc_1997,movie
146678,2/Duo,7.6,19,[18],ja,1997-06-10,90,0,0,0.6251,The slow collapse of the relationship between an out-of-work actor and his girlfriend.,['Japan'],"['Bitters End', 'WOWOW']",Nobuhiro Suwa,"['Eri Yu', 'Hidetoshi Nishijima', 'Makiko Watanabe', 'Kenjiro Otani', 'Yūken Yoshida']",vote_average.desc_1997,movie
26005,Made in Hong Kong,7.6,111,"[80, 18]",cn,1997-10-09,109,0,0,2.435,"Hong Kong 1997, where young people dream of love and death, suicide and murder. Moon is a cynical young debt collector, smitten by Ping, a young woman dying of kidney disease. A suicide note from a student they don't know ends up intertwining their fates.",['Hong Kong'],"['Nicetop Independent Ltd', 'Team Work Production House']",Fruit Chan,"['Sam Lee', 'Neiky Yim Hui-Chi', 'Wenders Li Tung-Chuen', 'Carol Lam', 'Doris Chow Lai-Yan']",vote_average.desc_1997,movie
102227,"Welcome Back, Mr. McDonald",7.6,43,[35],ja,1997-11-08,103,0,0,1.7618,A love story written by an ordinary housewife is going to be broadcast as a radio drama and almost everyone among the crew insists on changing various parts of the play to their liking.,['Japan'],"['TOHO', 'Fuji Television Network']",Koki Mitani,"['Toshiaki Karasawa', 'Kyoka Suzuki', 'Masahiko Nishimura', 'Keiko Toda', 'Toshiyuki Hosokawa']",vote_average.desc_1997,movie
330,The Lost World: Jurassic Park,6.554,8661,"[12, 28, 878]",en,1997-05-23,129,73000000,618638999,0.8411,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to docu",['United States of America'],"['Universal Pictures', 'Amblin Entertainment']",Steven Spielberg,"['Jeff Goldblum', 'Julianne Moore', 'Pete Postlethwaite', 'Arliss Howard', 'Richard Attenborough']",vote_count.desc_1997,movie
9772,Air Force One,6.483,3080,"[28, 53]",en,1997-07-25,124,85000000,315200000,4.0662,"When Russian neo-nationalists hijack Air Force One, the world's most secure and extraordinary aircraft, the President is faced with a nearly impossible decision to give in to terrorist demands or sacrifice not only the country's dignity, but the lives of his wife and daughter.",['United States of America'],['Radiant Productions'],Wolfgang Petersen,"['Harrison Ford', 'Gary Oldman', 'Glenn Close', 'Wendy Crewson', 'Liesel Matthews']",vote_count.desc_1997,movie
8874,My Best Friend's Wedding,6.593,2727,"[35, 10749]",en,1997-06-19,105,38000000,299288605,2.9606,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",['United States of America'],"['TriStar Pictures', 'Zucker Brothers Productions', 'Predawn Productions']",P.J. Hogan,"['Julia Roberts', 'Dermot Mulroney', 'Cameron Diaz', 'Rupert Everett', 'Philip Bosco']",vote_count.desc_1997,movie
9427,The Full Monty,7.0,1699,[35],en,1997-08-13,91,3500000,257850122,2.6052,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",['United Kingdom'],"['Redwave Films', 'Channel Four Films']",Peter Cattaneo,"['Robert Carlyle', 'Mark Addy', 'Wim Snape', 'Steve Huison', 'Tom Wilkinson']",revenue.desc_1997,movie
1281,Bean,6.464,2460,"[10751, 12, 35]",en,1997-07-03,89,18000000,251212670,4.3296,"Childlike Englishman, Mr. Bean, is an incompetent watchman at the Royal National Gallery. After the museum's board of directors' attempt to have him fired is blocked by the chairman, who has taken a liking to Bean, they send him to Los Angeles to act as their ambassador for the unveiling of a histor","['United Kingdom', 'United States of America']","['Working Title Films', 'Tiger Aspect', 'PolyGram Filmed Entertainment']",Mel Smith,"['Rowan Atkinson', 'Peter MacNicol', 'Pamela Reed', 'Tricia Vessey', 'Andrew Lawrence']",vote_count.desc_1997,movie
9619,Dante's Peak,6.209,1920,"[28, 12, 18, 53]",en,1997-02-07,108,116000000,178127760,4.0705,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting",['United States of America'],"['Pacific Western', 'Universal Pictures']",Roger Donaldson,"['Pierce Brosnan', 'Linda Hamilton', 'Arabella Field', 'Jamie Renée Smith', 'Jeremy Foley']",revenue.desc_1997,movie
9574,Flubber,5.649,2411,"[35, 10751, 878]",en,1997-11-26,93,80000000,178000000,3.1307,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third weddin",['United States of America'],"['Walt Disney Pictures', 'Great Oaks Entertainment']",Les Mayfield,"['Robin Williams', 'Marcia Gay Harden', 'Christopher McDonald', 'Raymond J. Barry', 'Clancy Brown']",vote_count.desc_1997,movie
10603,George of the Jungle,5.631,2133,"[12, 35, 10751, 10749]",en,1997-07-15,92,55000000,174463257,4.2433,"Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rainforest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving poo",['United States of America'],"['Mandeville Films', 'Walt Disney Pictures']",Sam Weisman,"['Brendan Fraser', 'Leslie Mann', 'Thomas Haden Church', 'John Cleese', 'Richard Roundtree']",vote_count.desc_1997,movie
1639,Speed 2: Cruise Control,4.612,1685,"[28, 12, 53, 10749, 18]",en,1997-06-13,125,160000000,164508066,3.4396,"A disgruntled former employee hijacks the Seabourn Legend cruise liner. Set on a fixed course, without any means of communication and at the mercy of the hijacker, it's up to the one cop on vacation, and his soon to be fiancé (hopefully) Annie, to regain control of it before it kills the passengers ",['United States of America'],"['Blue Tulip Productions', '20th Century Fox']",Jan de Bont,"['Sandra Bullock', 'Jason Patric', 'Willem Dafoe', 'Temuera Morrison', 'Brian McCardie']",revenue.desc_1997,movie
4477,The Devil's Own,6.184,1254,"[80, 53, 18]",en,1997-03-13,107,90000000,140807547,3.2871,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendsh",['United States of America'],['Columbia Pictures'],Alan J. Pakula,"['Harrison Ford', 'Brad Pitt', 'Margaret Colin', 'Rubén Blades', 'Treat Williams']",revenue.desc_1997,movie
8834,Conspiracy Theory,6.6,1519,"[28, 18, 9648, 53]",en,1997-08-08,135,75000000,137000000,3.8406,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",['United States of America'],"['Silver Pictures', 'Warner Bros. Pictures', 'Donner/Shuler-Donner Productions']",Richard Donner,"['Mel Gibson', 'Julia Roberts', 'Patrick Stewart', 'Cylk Cozart', 'Steve Kahan']",revenue.desc_1997,movie
978,Seven Years in Tibet,7.157,2925,"[12, 18, 36]",en,1997-09-12,136,70000000,131457682,3.5879,"Austrian mountaineer Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Lhasa, Tibet, where he m","['United Kingdom', 'United States of America']","['TriStar Pictures', 'Mandalay Entertainment', 'Applecross']",Jean-Jacques Annaud,"['Brad Pitt', 'Jamyang Jamtsho Wangchuk', 'David Thewlis', 'BD Wong', 'Mako']",genre_36_1997,movie
9366,Donnie Brasco,7.536,4573,"[80, 18, 53]",en,1997-02-27,147,35000000,124909762,4.321,An FBI undercover agent infiltrates the mob and identifies more with the mafia life at the expense of his regular one.,['United States of America'],"['Phoenix Pictures', 'Mark Johnson Productions', 'Baltimore Pictures']",Mike Newell,"['Johnny Depp', 'Al Pacino', 'Michael Madsen', 'Bruno Kirby', 'James Russo']",vote_count.desc_1997,movie
10357,Volcano,5.933,1568,"[878, 28, 18, 53]",en,1997-04-25,104,90000000,122823468,3.7089,"An earthquake shatters a peaceful Los Angeles morning and opens a fissure deep into the earth, causing lava to start bubbling up. As a volcano begins forming in the La Brea Tar Pits, the director of the city's emergency management service, working with a geologist, must then use every resource in th",['United States of America'],"['20th Century Fox', 'Fox 2000 Pictures', 'Shuler Donner / Donner & Moritz Original Productions']",Mick Jackson,"['Tommy Lee Jones', 'Anne Heche', 'Gaby Hoffmann', 'Don Cheadle', 'Jacqueline Kim']",revenue.desc_1997,movie
6283,MouseHunt,6.54,1274,"[35, 10751]",en,1997-12-19,98,38000000,122417389,3.3376,"Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of its single, stubborn occupant—a tiny and tenacious mouse.",['United States of America'],"['DreamWorks Pictures', 'Riche-Ludwig Productions']",Gore Verbinski,"['Nathan Lane', 'Lee Evans', 'Vicki Lewis', 'Maury Chaykin', 'Eric Christmas']",revenue.desc_1997,movie
